item_id,title,brand,family,r720b_l1,r720b_l2,r720b_l3,orig_l1,orig_l2
149,Syrtenty TENS Unit Electrodes Pads 2x2 20 Pcs Replacement Pads Electrode Patches For Electrotherapy,Syrtenty,other,<a_60>,<a_60><b_25>,<c_4>,<a_206>,<a_206><b_57>
150,Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack),Colgate,other,<a_169>,<a_169><b_78>,<c_173>,<a_66>,<a_66><b_78>
151,"Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)",Monoprice,tape,<a_175>,<a_175><b_79>,<c_163>,<a_68>,<a_68><b_98>
152,"Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink Resistance,  1/2""Inner Diameter (22763)",Camco,connector_fitting,<a_165>,<a_165><b_71>,<c_94>,<a_228>,<a_228><b_113>
153,"Alltrade 640912 Black 3 Ton,All-in-One Bottle Jack",Alltrade,other,<a_73>,<a_73><b_69>,<c_245>,<a_87>,<a_87><b_245>
154,"3M Multi-Use Duct Tape, 2930-C, 1.88 Inches by 30 Yards",Scotch,tape,<a_89>,<a_89><b_167>,<c_106>,<a_202>,<a_202><b_160>
155,"JVCC EL7566-AW Synthetic Rubber Electrical Tape, 3 in. x 66 ft. (72mm x 20m), Black",J.V. Converting,tape,<a_76>,<a_76><b_226>,<c_136>,<a_202>,<a_202><b_249>
156,"3M Contractor Grade Pro Strength Duct Tape 3979 Silver, 1.88 in x 60 yd 8.0 mil, Individually Wrapped, Conveniently Packaged",3M,tape,<a_89>,<a_89><b_183>,<c_65>,<a_202>,<a_202><b_160>
157,Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spade,yueton,connector_fitting,<a_247>,<a_247><b_129>,<c_46>,<a_67>,<a_67><b_23>
158,Stainless Steel Phillips Flat Machine Screw Kit #K18MPF,Stainless Town,fastener,<a_231>,<a_231><b_249>,<c_133>,<a_224>,<a_224><b_222>
159,"Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",Etekcity,gauge_meter,<a_50>,<a_50><b_235>,<c_27>,<a_107>,<a_107><b_90>
160,"LASCO 11-1033 PTFE Pipe Sealant Tape, 1/2-Inch x 100-Inch, White",LASCO,tape,<a_151>,<a_151><b_161>,<c_104>,<a_79>,<a_79><b_87>
161,"SA180 Adhesive Standoffs, 24 Pack, 0.180"" Height, Offset 0.6x0.6"" Base, Fits 0.125"" PCB Hole",BusBoard Prototype Systems,adhesive_epoxy,<a_216>,<a_216><b_64>,<c_97>,<a_73>,<a_73><b_249>
162,"USAFilament 9800429 ABS 3D Printing Filament, 2.2 lb, 1.75 mm, White Spool",USAFilament,3d_filament,<a_237>,<a_237><b_199>,<c_56>,<a_223>,<a_223><b_66>
163,"Pratt PRA0017 100% Recycled Corrugated Cardboard Box, 8"" Length x 6"" Width x 6"" Height, Kraft",Pratt,other,<a_150>,<a_150><b_68>,<c_161>,<a_210>,<a_210><b_192>
164,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green",HATCHBOX,3d_filament,<a_237>,<a_237><b_128>,<c_212>,<a_223>,<a_223><b_20>
165,"Duck Brand 299006 3/4-Inch by 60 Feet Utility Vinyl Electrical Tape with Single Roll, Black, 3/4 Inch x Economy",Duck,tape,<a_76>,<a_76><b_48>,<c_85>,<a_202>,<a_202><b_209>
166,"ARROW 160455 Drywall Drill Bit, Screw and Anchor Kit",Arrow,fastener,<a_33>,<a_33><b_35>,<c_35>,<a_224>,<a_224><b_84>
167,"Loctite 2-In-1 All Purpose Adhesive Caulk, 10 Ounce Cartridge, Clear (1936462)",OSI - Henkel Corporation,adhesive_epoxy,<a_114>,<a_114><b_237>,<c_153>,<a_244>,<a_244><b_214>
168,"Scotch Super 33+ Vinyl Electrical Tape, 3/4 in x 66 ft",3M,tape,<a_76>,<a_76><b_133>,<c_29>,<a_202>,<a_202><b_147>
169,"Wall Control ASM-SH-1606 R Deep Pegboard Shelf Assembly for Wall Control Pegboard Only, 6"", Red",Wall Control,other,<a_2>,<a_2><b_48>,<c_20>,<a_42>,<a_42><b_53>
170,URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS),URBEST,other,<a_32>,<a_32><b_162>,<c_37>,<a_228>,<a_228><b_45>
171,Bulldog 131525 Multi-Screwdriver Holder Peg Hook,Bulldog Hardware,fastener,<a_2>,<a_2><b_47>,<c_183>,<a_159>,<a_159><b_203>
172,"Gorilla Super Glue Gel, 15 Gram, Clear",Gorilla,adhesive_epoxy,<a_48>,<a_48><b_237>,<c_217>,<a_165>,<a_165><b_52>
173,Storehouse 67543 220 Piece Wall Anchor Assortment,Storehouse,other,<a_33>,<a_33><b_113>,<c_215>,<a_224>,<a_224><b_63>
174,Heat Shrink Tape Black 180 foot,PJT,tape,<a_65>,<a_65><b_147>,<c_147>,<a_17>,<a_17><b_187>
175,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",Gorilla,tape,<a_59>,<a_59><b_183>,<c_212>,<a_202>,<a_202><b_52>
176,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,URBEST,other,<a_65>,<a_65><b_6>,<c_0>,<a_17>,<a_17><b_80>
177,"Masione Temperature Gun Non-contact Digital Laser Infrared Ir Thermometer -58&deg;f to 716&deg;f (-50 ~ 380) Instant-read Handheld,battery Included",Masione,gauge_meter,<a_50>,<a_50><b_251>,<c_48>,<a_107>,<a_107><b_42>
178,"Neiko 10194A Titanium Step Drill Bit, High Speed Steel | 1/4"" to 1-3/8"" | Total 10 Step Sizes",Neiko,other,<a_44>,<a_44><b_248>,<c_161>,<a_224>,<a_224><b_17>
179,Nashua Stretch & Seal Self-Fusing Silicone Tape,Nashua,tape,<a_179>,<a_179><b_141>,<c_146>,<a_202>,<a_202><b_202>
180,Plastic Transfer Pipettes 3ml Graduated Pack of 100,Vetmed USA,other,<a_43>,<a_43><b_251>,<c_177>,<a_94>,<a_94><b_156>
181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,gauge_meter,<a_131>,<a_131><b_6>,<c_0>,<a_107>,<a_107><b_93>
182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,gauge_meter,<a_131>,<a_131><b_6>,<c_0>,<a_107>,<a_107><b_93>
183,SEOH GLASS FUNNEL Neutral glass 100 mm 100 mm stem,SEOH,other,<a_63>,<a_63><b_111>,<c_250>,<a_94>,<a_94><b_93>
184,"3-IN-ONE  Multi-Purpose PTFE Lubricant, 4 OZ",3-IN-ONE,other,<a_34>,<a_34><b_215>,<c_44>,<a_173>,<a_173><b_187>
185,KIM41455 - WypAll X70 WorkHorse Manufactured Rags in a Pop Up Box,Kimberly-Clark,other,<a_170>,<a_170><b_222>,<c_188>,<a_210>,<a_210><b_7>
186,"RADEX RD1503+ w/o dosimeter: High accuracy Geiger counter, radiation detector (English)",RADEX by Quarta-Rad,gauge_meter,<a_104>,<a_104><b_12>,<c_134>,<a_153>,<a_153><b_62>
187,"South Main Hardware 810180, 12'/1"""", Silver Lashing Strap (2 Pack)",South Main Hardware,other,<a_210>,<a_210><b_133>,<c_183>,<a_71>,<a_71><b_162>
188,Woodstock D4158 4-84 Screw Pitch-Gauge,Woodstock,gauge_meter,<a_24>,<a_24><b_107>,<c_202>,<a_224>,<a_224><b_22>
189,"316 Stainless Steel Machine Screw, Plain Finish, Flat Head, Phillips Drive, 1/2"" Length, #10-24 Threads (Pack of 25)",Small Parts,fastener,<a_168>,<a_168><b_128>,<c_137>,<a_224>,<a_224><b_146>
190,"BSI BSI-202 Quick-Cure 5Min Epoxy Bob Smith Ind, 9 oz.",BSI,adhesive_epoxy,<a_158>,<a_158><b_151>,<c_4>,<a_165>,<a_165><b_170>
191,"Science Purchase Disposable Luer-Slip Tip 3mL Syringe, Sterile without Needle, 100 Count",Science Purchase,other,<a_38>,<a_38><b_9>,<c_171>,<a_150>,<a_150><b_109>
192,"3M Vetbond Tissue Adhesive, 3ml Bottles w/MSDS",3M Vetbond,adhesive_epoxy,<a_198>,<a_198><b_28>,<c_20>,<a_99>,<a_99><b_241>
193,"Rubbermaid Commercial Sanded Wood Handle with TapeRed Tip, 60-Inch Length, Natural (FG636200NAT)",Rubbermaid Commercial Products,tape,<a_119>,<a_119><b_106>,<c_236>,<a_210>,<a_210><b_41>
194,Oral-B Deep Sweep Toothbrush,Oral B,other,<a_12>,<a_12><b_96>,<c_151>,<a_24>,<a_24><b_141>
195,"Industrial & Scientific"" />",Banjo Corp,metadata_placeholder,<a_95>,<a_95><b_183>,<c_103>,<a_15>,<a_15><b_9>
196,"Spears 1407 Series PVC Tube Fitting, 90 Degree Elbow, Schedule 40, Gray, 1-1/4"" Barbed x NPT Female",Spears Manufacturing,connector_fitting,<a_13>,<a_13><b_184>,<c_10>,<a_108>,<a_108><b_49>
197,"RH Adhesives HH-66 Industrial Strength Vinyl Cement Glue with Brush, 8 oz, Clear",RH Adhesives,adhesive_epoxy,<a_230>,<a_230><b_18>,<c_66>,<a_233>,<a_233><b_98>
198,"RH Adhesives Br, HH-66 PVC 4 oz Vinyl Cement Glue with Brush",RH Adhesives,adhesive_epoxy,<a_230>,<a_230><b_167>,<c_177>,<a_233>,<a_233><b_241>
199,J-B Weld 50133 Plastic Bonder Structural Adhesive Syringe - Dries Tan - 25 ml,J-B Weld,adhesive_epoxy,<a_15>,<a_15><b_57>,<c_55>,<a_165>,<a_165><b_197>
200,"3M Scotch 2120-A Tough Transparent Duct Tape, 1.8-Inch, 20 yds",3M,tape,<a_204>,<a_204><b_77>,<c_228>,<a_206>,<a_206><b_9>
201,"ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D",Legacy Manufacturing,connector_fitting,<a_247>,<a_247><b_245>,<c_54>,<a_67>,<a_67><b_185>
202,Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882),Loctite,adhesive_epoxy,<a_198>,<a_198><b_144>,<c_237>,<a_165>,<a_165><b_15>
203,"Gorilla 7500101 07221000673 Glue Brush & Nozzle, 1-Pack, Clear",Gorilla,adhesive_epoxy,<a_48>,<a_48><b_28>,<c_151>,<a_99>,<a_99><b_52>
204,"Gorilla Super Glue, Two 3 Gram Tubes, Clear",Gorilla,adhesive_epoxy,<a_48>,<a_48><b_167>,<c_56>,<a_165>,<a_165><b_52>
205,"Gorilla Glue Adhesive, 2-Ounces #50001",Gorilla Glue,adhesive_epoxy,<a_204>,<a_204><b_181>,<c_150>,<a_197>,<a_197><b_32>
206,Fluke 1AC-A1-II VoltAlert Non-Contact Voltage Tester,Fluke,other,<a_31>,<a_31><b_129>,<c_137>,<a_36>,<a_36><b_4>
207,iRobot Roomba 880 Robot Vacuum,iRobot,other,<a_23>,<a_23><b_202>,<c_138>,<a_24>,<a_24><b_91>
208,"Oatey 30246 PVC Regular Cement and 4-Ounce NSF Purple Primer Handy Pack, 4 oz",Oatey,other,<a_207>,<a_207><b_147>,<c_223>,<a_244>,<a_244><b_225>
209,"Duck Brand 442055 Wrap-Fix Repair Tape, 1-Inch by 10 Feet, Single Roll, Black",Duck,tape,<a_89>,<a_89><b_67>,<c_83>,<a_202>,<a_202><b_201>
210,"Hydro Flow 747058 Premium Barbed Ball Valve, 1/2-Inch",HydroFLOW,other,<a_232>,<a_232><b_40>,<c_83>,<a_108>,<a_108><b_5>
211,"Spears 497 Series PVC Pipe Fitting, Union with EPDM O-Ring, Schedule 40, 1"" Socket",Plumbing Parts,connector_fitting,<a_40>,<a_40><b_30>,<c_216>,<a_206>,<a_206><b_178>
212,"Rutland Products 76C 500-Degree RTV High Heat Silicone Seal, 10.3-Ounce Cartridge, Clear",Rutland Products,ventilation_fan,<a_41>,<a_41><b_247>,<c_165>,<a_244>,<a_244><b_129>
213,"Shoreline Marine GOOP, 3.7-Ounce, Clear",Shoreline Marine,other,<a_110>,<a_110><b_255>,<c_231>,<a_122>,<a_122><b_156>
214,520 Piece Electrical Terminal Assortment with Storage Box,Storehouse,connector_fitting,<a_118>,<a_118><b_142>,<c_239>,<a_67>,<a_67><b_156>
215,"ATP Vinyl-Flex PVC Food Grade Plastic Tubing, Clear, 3/8"" ID x 1/2"" OD, 100 feet Length",ATP,other,<a_67>,<a_67><b_114>,<c_87>,<a_228>,<a_228><b_40>
216,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,,other,<a_65>,<a_65><b_157>,<c_0>,<a_17>,<a_17><b_217>
217,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,,other,<a_65>,<a_65><b_157>,<c_0>,<a_17>,<a_17><b_217>
218,Phresh Duct Silencer 8 in x 24 in,Phresh,ventilation_fan,<a_3>,<a_3><b_80>,<c_237>,<a_109>,<a_109><b_74>
219,Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer,Nubee,gauge_meter,<a_50>,<a_50><b_243>,<c_1>,<a_107>,<a_107><b_42>
220,Tach-It B-1 Single Edge Industrial Razor Blade (Pack of 100),Tach-It,other,<a_84>,<a_84><b_119>,<c_98>,<a_17>,<a_17><b_91>
221,"3M 88 Electrical Tape, .75-Inch by 66-Foot by .0085-Inch",3M,tape,<a_76>,<a_76><b_162>,<c_3>,<a_202>,<a_202><b_218>
222,"3M Heavy Duty Duct Tape 3939 Silver, 48 mm x 54.8 m 9.0 mil, Conveniently Packaged (Pack of 3)",3M,tape,<a_89>,<a_89><b_167>,<c_43>,<a_202>,<a_202><b_160>
223,"Rubbermaid Commercial FG636400LAC Lacquered-Wood Handle with Threaded Metal Tip, Natural",Rubbermaid Commercial Products,other,<a_119>,<a_119><b_133>,<c_68>,<a_210>,<a_210><b_41>
224,"Senco L15BAB 18 Gauge by 1/4-inch Crown by 1-1/4-inch Length Electro Galvanized Staples (5,000 per box)",Senco,gauge_meter,<a_79>,<a_79><b_135>,<c_145>,<a_42>,<a_42><b_74>
225,"Anderson Metals Brass Hose Fitting, Connector, 5/16"" Barb x 3/8"" Male Pipe",Anderson Metals,connector_fitting,<a_109>,<a_109><b_119>,<c_73>,<a_108>,<a_108><b_88>
226,"Anderson Metals Brass Hose Fitting, Connector, 3/4"" Barb x 3/4"" Male Pipe",Anderson Metals,connector_fitting,<a_242>,<a_242><b_250>,<c_223>,<a_108>,<a_108><b_244>
227,"Clear Vinyl Tubing, 3/8"" ID x 1/2"" OD x 100'",Anderson Barrows Metals,other,<a_67>,<a_67><b_73>,<c_243>,<a_228>,<a_228><b_0>
228,"Duck Brand 240201 MAX Strength Duct Tape, 1.88 Inches by 45 Yards, Silver, Single Roll",Duck,tape,<a_89>,<a_89><b_127>,<c_159>,<a_202>,<a_202><b_161>
229,"DEWALT DBN18063 Heavy Duty 5/8-Inch, 18 Gauge Brad Nails (5000-Pack)",DEWALT,gauge_meter,<a_136>,<a_136><b_62>,<c_98>,<a_42>,<a_42><b_67>
230,"DEWALT DBN18125 Heavy Duty 18 Gauge, 1-1/4-Inch Brad Nail (5000-Pack)",DEWALT,gauge_meter,<a_136>,<a_136><b_98>,<c_225>,<a_42>,<a_42><b_33>
231,"Polar Ice PI125200CT 125 Count Plastic Jello Shot Cups with Lids, 2-Ounce",Polar Ice,other,<a_201>,<a_201><b_139>,<c_26>,<a_14>,<a_14><b_227>
232,"Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)",Karter Scientific,other,<a_86>,<a_86><b_203>,<c_49>,<a_94>,<a_94><b_163>
233,"Thogus Polyethylene Tube Fitting, 90 Degree Elbow, Black, 3/8"" Barbed (Pack of 10)",Thogus,connector_fitting,<a_13>,<a_13><b_174>,<c_215>,<a_108>,<a_108><b_49>
234,"Thogus Polyethylene Tube Fitting, Coupler, Black, 3/16"" Barbed (Pack of 10)",Thogus,connector_fitting,<a_13>,<a_13><b_174>,<c_85>,<a_108>,<a_108><b_49>
235,"B&C Eagle 9025 1-Inch Length x 1/4-Inch Narrow Crown x 18 Gauge Galvanized Finish Staples (5,000 per box)",B & C Eagle,gauge_meter,<a_40>,<a_40><b_12>,<c_5>,<a_206>,<a_206><b_246>
236,"American Educational Double Burette Clamp with Rubber-Coated Rotating Jaws, 3/8"" - 1-3/8"" Holding Size",American Educational Products,other,<a_72>,<a_72><b_187>,<c_33>,<a_104>,<a_104><b_213>
237,"American Educational Cast Iron Support Ring Stand with Triangular Base, 7-3/4"" Legs, 7/16"" Diameter x 23"" Length Rod Size",American Educational Products,gauge_meter,<a_39>,<a_39><b_135>,<c_89>,<a_87>,<a_87><b_22>
238,"United Abrasives-SAIT 20063 Type 27 4-1/2-Inch x 1/4-Inch x 7/8-Inch Grade A24R Long Life Depressed Center Grinding Wheels, 25-Pack",United Abrasives- SAIT,other,<a_0>,<a_0><b_64>,<c_22>,<a_193>,<a_193><b_5>
239,"Cal Hawk Tools CZCW45B Metal Cut-Off Wheel (50 Pack), 4-1/2",Cal Hawk Tools,other,<a_212>,<a_212><b_191>,<c_26>,<a_193>,<a_193><b_226>
240,Plant Therapy 2 ml (5/8 dram) Amber Glass Essential Oil Bottle with Orifice Reducer and cap- 12 pack,Plant Therapy,other,<a_226>,<a_226><b_120>,<c_203>,<a_17>,<a_17><b_204>
241,"Reliable Hardware Company RH-9005-SET-A Casters Swivel Top Plate 2-Inch Wheel Diameter Zinc, Set of 4",Reliable Hardware Company,gauge_meter,<a_68>,<a_68><b_146>,<c_129>,<a_87>,<a_87><b_74>
242,5 Ml Amber Glass Bottle W/euro Dropper. Black Cap. 12 Pack,mEssentials,other,<a_112>,<a_112><b_4>,<c_38>,<a_150>,<a_150><b_97>
243,"12, Amber,15 ml (1/2 oz) Glass Bottles, with Glass Eye Dropper by Premium Vials",PREMIUM VIALS CREATIVE PACKAGING SOLUTIONS,other,<a_112>,<a_112><b_171>,<c_70>,<a_150>,<a_150><b_122>
244,First Aid Only Scissors & Metal Forcep Pack,First Aid Only,other,<a_106>,<a_106><b_171>,<c_2>,<a_180>,<a_180><b_43>
245,"Master Lock Strap, 12 ft. Long Lashing Strap, 3060DAT (Pack of 2)",Master Lock,other,<a_210>,<a_210><b_166>,<c_180>,<a_71>,<a_71><b_106>
246,"304 Stainless Steel Sheet, #4 Brushed Finish, Annealed, ASTM A240/ASME SA240, 0.048"" Thickness, 36"" Width, 36"" Length, 18 Gauge",Small Parts,gauge_meter,<a_252>,<a_252><b_254>,<c_245>,<a_17>,<a_17><b_200>
247,Vktech 280Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size (5 Color),Vktech,other,<a_32>,<a_32><b_226>,<c_188>,<a_228>,<a_228><b_18>
248,"Neiko 10197A Titanium Step Drill Bit Set, High Speed Steel | 5-Piece Set | Total 50 Sizes",Neiko,other,<a_88>,<a_88><b_221>,<c_71>,<a_224>,<a_224><b_237>
249,"UP! ABS Plastic Filament, 1.75 mm Diameter, 1.54 lbs Spool, Black",Tiertime,3d_filament,<a_140>,<a_140><b_242>,<c_53>,<a_223>,<a_223><b_145>
250,"MG Chemicals Liquid Tin, 475 ml Bottle",MG Chemicals,other,<a_215>,<a_215><b_9>,<c_168>,<a_79>,<a_79><b_21>
251,Rothco Duct Tape,Rothco,tape,<a_87>,<a_87><b_151>,<c_183>,<a_122>,<a_122><b_203>
252,Caster Classics 2-inch Low Profile HD Rubber Wheel Plate Casters - 4-Pack,Caster Classics,other,<a_77>,<a_77><b_12>,<c_4>,<a_158>,<a_158><b_161>
253,"Blue Magic 16002TRI QuikSteel Steel Reinforced Epoxy Putty Repair, Blister Pack - 2 oz.",Blue Magic,adhesive_epoxy,<a_211>,<a_211><b_231>,<c_246>,<a_165>,<a_165><b_6>
254,Rectorseal 97606 4-Ounce Ep-400 Epoxy Putty,Rectorseal,adhesive_epoxy,<a_75>,<a_75><b_161>,<c_0>,<a_244>,<a_244><b_137>
255,"Sparco Folding Platform Truck, 660 lbs, 24-3/4 x 36 x 29-1/2 Inches, Blue (SPR02040)",S.P. Richards Company,other,<a_52>,<a_52><b_136>,<c_3>,<a_87>,<a_87><b_229>
256,"Gorilla White Glue, Waterproof, 2 ounce Bottle, White, (Pack of 1)",Gorilla,adhesive_epoxy,<a_48>,<a_48><b_41>,<c_208>,<a_165>,<a_165><b_197>
257,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown",Gorilla,adhesive_epoxy,<a_48>,<a_48><b_79>,<c_122>,<a_165>,<a_165><b_107>
258,J-B Weld 50176 KwikWeld Steel Reinforced Epoxy Syringe - Dries Dark Grey - 25 ml,J-B Weld,adhesive_epoxy,<a_211>,<a_211><b_63>,<c_201>,<a_165>,<a_165><b_59>
259,"GE Silicone 2+ Window & Door Caulk, 10.1 Oz. Tube, Clear, GE5000",GE Momentive Performance Materials,other,<a_41>,<a_41><b_133>,<c_231>,<a_244>,<a_244><b_218>
260,Dap 18120 Alex Plus Brown (18112) Raw Building Material,DAP,other,<a_157>,<a_157><b_144>,<c_117>,<a_244>,<a_244><b_112>
261,Loctite 1589155 9 Fluid Ounce Cartridge Power Grab Clear All Purpose Construction Adhesive,Loctite,adhesive_epoxy,<a_198>,<a_198><b_98>,<c_201>,<a_165>,<a_165><b_148>
262,"Solar Eclipse SE001CAM Wall and Pipe Inspection Camera with 2.4"" Color LCD Monitor",Solar Eclipse,other,<a_236>,<a_236><b_240>,<c_123>,<a_180>,<a_180><b_235>
263,FLIR ONE Thermal Imager for Android,FLIR,other,<a_152>,<a_152><b_88>,<c_75>,<a_107>,<a_107><b_68>
264,WD-40 300281 Specialist Industrial-Strength Degreaser 15 OZ (Pack of 1),WD-40,other,<a_34>,<a_34><b_6>,<c_149>,<a_173>,<a_173><b_41>
265,"ZJchao 10 pieces Tungsten Carbide Rotary Burr SET 1/8"" shank [Misc.]",ZJchao,other,<a_78>,<a_78><b_244>,<c_152>,<a_193>,<a_193><b_113>
266,"iGaging ABSOLUTE ORIGIN 0-6"" Digital Electronic Caliper - IP54 Protection/Extreme Accuracy",iGaging,gauge_meter,<a_241>,<a_241><b_159>,<c_91>,<a_104>,<a_104><b_60>
267,"General Tools 80560 Telescoping LED Lighted Inspection Mirror, 360 Swivel  for Extra Viewing",General Tools,other,<a_236>,<a_236><b_6>,<c_7>,<a_180>,<a_180><b_238>
268,WD-40 300052 Specialist Dirt and Dust Resistant Dry Lube PTFE Spray 10 OZ (Pack of 1),WD-40,other,<a_34>,<a_34><b_172>,<c_226>,<a_173>,<a_173><b_174>
269,"Philips Sonicare HealthyWhite+ electric rechargeable toothbrush, HX8911",Philips Sonicare,other,<a_122>,<a_122><b_213>,<c_84>,<a_24>,<a_24><b_20>
270,"Gorilla Carts GOR6PS Heavy-Duty Poly Yard Dump Cart with 2-In-1 Convertible Handle, 1,200-Pound Capacity, Black",Gorilla Carts,other,<a_52>,<a_52><b_57>,<c_123>,<a_87>,<a_87><b_135>
271,Uranium Ore,Images SI,other,<a_152>,<a_152><b_97>,<c_27>,<a_153>,<a_153><b_209>
272,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown",Gorilla,adhesive_epoxy,<a_48>,<a_48><b_79>,<c_42>,<a_165>,<a_165><b_107>
273,"Gorilla Original Gorilla Glue, Waterproof Polyurethane Glue, 2 ounce Bottle, Brown, (Pack of 4)",Gorilla,adhesive_epoxy,<a_48>,<a_48><b_79>,<c_1>,<a_165>,<a_165><b_107>
274,"3M Vinyl Tape 471 Blue, 3/4 in x 36 yd, Conveniently Packaged (Pack of 1)",3M,tape,<a_14>,<a_14><b_125>,<c_178>,<a_202>,<a_202><b_205>
275,Verbatim 3D Printer Filament - PLA High-Grade 1.75mm 1kg Reel - Widely Compatible with 3D Printers - Red,Verbatim,3d_filament,<a_58>,<a_58><b_184>,<c_182>,<a_223>,<a_223><b_206>
276,"Philips Sonicare FlexCare Platinum rechargeable electric toothbrush, White Edition, HX9112",Philips Sonicare,other,<a_122>,<a_122><b_221>,<c_82>,<a_24>,<a_24><b_223>
277,FLIR TG54 Spot Infrared Thermometer,FLIR,gauge_meter,<a_152>,<a_152><b_181>,<c_17>,<a_107>,<a_107><b_222>
278,"T-Rex 241309 Shurtech Ferociously Strong Tape, 12 Yd L X 1.88 in W, 1-Roll, 12 Yards, Gunmetal Gray",T-Rex,tape,<a_89>,<a_89><b_102>,<c_152>,<a_202>,<a_202><b_118>
279,"WD-40 100324 Multi-Use Product Spray with Smart Straw, 12 oz. (Pack of 1)",WD-40,ventilation_fan,<a_34>,<a_34><b_81>,<c_102>,<a_173>,<a_173><b_27>
280,WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ,WD-40,ventilation_fan,<a_34>,<a_34><b_81>,<c_83>,<a_173>,<a_173><b_197>
281,SE TL10 10-Piece Test Lead Set with Alligator Clips,SE,other,<a_36>,<a_36><b_77>,<c_159>,<a_211>,<a_211><b_100>
282,"Carson MagniFlip 3X Flip-Open Pocket Magnifiers with Built-in Case for Reading, Inspection, Crafts, Hobby and Tasks (GN-33, GN-33MU)",Carson,other,<a_105>,<a_105><b_235>,<c_143>,<a_180>,<a_180><b_175>
283,Nitrile Exam Glove (non-latex) PF Medium Blue 100/BX,VersaPro,other,<a_146>,<a_146><b_74>,<c_43>,<a_44>,<a_44><b_9>
284,Silica Gel Desiccants 2-1/4 x 1 1/2 Inches - 25 Silica Gel Packets of 10 Grams Each by Dry-Packs,Absorbent Industries,other,<a_238>,<a_238><b_21>,<c_2>,<a_150>,<a_150><b_61>
285,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,Z&T,other,<a_82>,<a_82><b_220>,<c_82>,<a_73>,<a_73><b_8>
286,"Neiko 50484A Internal Hex/Allen Socket-Head Set Screw Assortment, (200 Piece), 5/32"" x 3/16""/1/4"" x 3/8",Neiko,fastener,<a_231>,<a_231><b_110>,<c_95>,<a_224>,<a_224><b_153>
287,"KYDEX V Sheet - 0.028"" Thick, Black, 12&rdquo;x12&rdquo; Nominal",Small Parts,other,<a_37>,<a_37><b_78>,<c_168>,<a_79>,<a_79><b_152>
288,"Scotch Fingerprint Lifting Tape 8004 Clear, 2 in x 10 yd, Conveniently Packaged (Pack of 6)",Scotch,tape,<a_14>,<a_14><b_195>,<c_121>,<a_202>,<a_202><b_172>
289,"PhysiciansCare by First Aid Only by First Aid Only 90293 First Aid Titanium Non Stick Bandage Shears, 7"" Bent, Blue",First Aid Only,other,<a_106>,<a_106><b_247>,<c_27>,<a_44>,<a_44><b_182>
290,"Colgate Optic White Whitening Toothpaste, Sparkling White - 0.85 ounce (Case of 24)",Colgate,other,<a_15>,<a_15><b_183>,<c_31>,<a_66>,<a_66><b_82>
291,"Colgate Optic White Whitening Toothpaste, Sparkling Mint - 5 ounce (6 Pack)",Colgate,other,<a_15>,<a_15><b_183>,<c_10>,<a_66>,<a_66><b_82>
292,3M 1860 N95 RESPIRATOR AND SURGICAL MASK Box of 20,Unknown,other,<a_239>,<a_239><b_52>,<c_79>,<a_44>,<a_44><b_109>
293,"IPG AC6 6 Mil Utility Grade Duct Tape 1.88"" x 55 yd, Silver, 3-Pack",Intertape Polymer Group,tape,<a_182>,<a_182><b_58>,<c_111>,<a_202>,<a_202><b_193>
294,Graham Conderser Kit,MHB,other,<a_47>,<a_47><b_201>,<c_118>,<a_52>,<a_52><b_204>
