idx,item_id,family,title,r720e_target_sid,r720e_pred1_sid,r720e_hit1,r720e_hit3,r720e_hit5,r720e_hit10,r720e_top1_l1,r720e_top10_l1,r720e_top1_l2,r720e_top10_l2,r720e_top1_l3,r720e_top10_l3,r720e_l1,r720e_l1_size,r720e_l1_purity,r720e_l1_top_family,r720e_pred1_item_id,r720e_pred1_title,r720e_pred1_family,r720b_target_sid,r720b_pred1_sid,r720b_hit1,r720b_hit3,r720b_hit5,r720b_hit10,r720b_top1_l1,r720b_top10_l1,r720b_top1_l2,r720b_top10_l2,r720b_top1_l3,r720b_top10_l3,r720b_l1,r720b_l1_size,r720b_l1_purity,r720b_l1_top_family,r720b_pred1_item_id,r720b_pred1_title,r720b_pred1_family,orig_align_target_sid,orig_align_pred1_sid,orig_align_hit1,orig_align_hit3,orig_align_hit5,orig_align_hit10,orig_align_top1_l1,orig_align_top10_l1,orig_align_top1_l2,orig_align_top10_l2,orig_align_top1_l3,orig_align_top10_l3,orig_align_l1,orig_align_l1_size,orig_align_l1_purity,orig_align_l1_top_family,orig_align_pred1_item_id,orig_align_pred1_title,orig_align_pred1_family,orig_strong_target_sid,orig_strong_pred1_sid,orig_strong_hit1,orig_strong_hit3,orig_strong_hit5,orig_strong_hit10,orig_strong_top1_l1,orig_strong_top10_l1,orig_strong_top1_l2,orig_strong_top10_l2,orig_strong_top1_l3,orig_strong_top10_l3,orig_strong_l1,orig_strong_l1_size,orig_strong_l1_purity,orig_strong_l1_top_family,orig_strong_pred1_item_id,orig_strong_pred1_title,orig_strong_pred1_family,v2_target_sid,v2_pred1_sid,v2_hit1,v2_hit3,v2_hit5,v2_hit10,v2_top1_l1,v2_top10_l1,v2_top1_l2,v2_top10_l2,v2_top1_l3,v2_top10_l3
20,1098,adhesive_epoxy,J-B Weld 50112 ClearWeld Quick-Setting Epoxy Syringe - Dries Clear - 25 ml,<a_89><b_45><c_154>,<a_89><b_146><c_8>,0,0,0,0,1,1,0,0,0,0,<a_89>,16,1.0,adhesive_epoxy,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,<a_211><b_63><c_157>,<a_59><b_100><c_111>,0,0,0,0,0,0,0,0,0,0,<a_211>,20,0.95,adhesive_epoxy,1568,"FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Stronger than Duct Tape",tape,<a_165><b_159><c_154>,<a_165><b_59><c_69>,0,0,0,0,1,1,0,0,0,0,<a_165>,72,0.8194444444444444,adhesive_epoxy,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,<a_165><b_159><c_154>,<a_165><b_59><c_69>,0,0,0,0,1,1,0,0,0,0,<a_165>,72,0.8194444444444444,adhesive_epoxy,675,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,adhesive_epoxy,<a_135><b_7><c_254>,<a_135><b_25><c_11>,0,0,0,0,1,1,0,0,0,0
21,1305,other,"RMP .125 3003 H14 Aluminum Sheet 12"" x 12",<a_108><b_108><c_1>,<a_76><b_4><c_6>,0,0,0,0,0,0,0,0,0,0,<a_108>,15,0.7333333333333333,other,287,"KYDEX V Sheet - 0.028"" Thick, Black, 12&rdquo;x12&rdquo; Nominal",other,<a_115><b_16><c_98>,<a_76><b_151><c_121>,0,0,0,0,0,1,0,0,0,0,<a_115>,11,0.9090909090909091,other,23,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",tape,<a_251><b_111><c_10>,<a_17><b_80><c_8>,0,0,0,0,0,0,0,0,0,0,<a_251>,92,0.6630434782608695,other,176,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,other,<a_251><b_111><c_10>,<a_165><b_247><c_68>,0,0,0,0,0,0,0,0,0,0,<a_251>,92,0.6630434782608695,other,57,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",adhesive_epoxy,<a_47><b_118><c_3>,<a_177><b_48><c_242>,0,0,0,0,0,0,0,0,0,0
22,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160><b_8><c_0>,<a_41><b_138><c_14>,0,0,1,1,0,1,0,1,0,1,<a_160>,14,0.6428571428571429,other,151,"Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)",tape,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,1,1,1,1,1,1,1,<a_131>,15,0.6,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_68><b_98><c_239>,0,1,1,1,0,1,0,1,0,1,<a_107>,66,0.5757575757575758,gauge_meter,151,"Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)",tape,<a_107><b_93><c_0>,<a_68><b_98><c_239>,0,0,0,0,0,0,0,0,0,0,<a_107>,66,0.5757575757575758,gauge_meter,151,"Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)",tape,<a_154><b_37><c_0>,<a_47><b_233><c_195>,0,0,0,1,0,1,0,1,0,1
23,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160><b_8><c_0>,<a_160><b_8><c_0>,1,1,1,1,1,1,1,1,1,1,<a_160>,14,0.6428571428571429,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,1,1,1,1,1,1,1,<a_131>,15,0.6,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_154><b_37><c_0>,<a_154><b_37><c_0>,1,1,1,1,1,1,1,1,1,1
24,182,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160><b_8><c_0>,<a_160><b_8><c_0>,1,1,1,1,1,1,1,1,1,1,<a_160>,14,0.6428571428571429,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,1,1,1,1,1,1,1,<a_131>,15,0.6,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_154><b_37><c_0>,<a_154><b_37><c_0>,1,1,1,1,1,1,1,1,1,1
25,3287,other,Pomona 1296 BNC (M) Binding Posts,<a_199><b_250><c_184>,<a_122><b_27><c_223>,0,0,0,0,0,0,0,0,0,0,<a_199>,22,0.7727272727272727,connector_fitting,175,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",tape,<a_118><b_199><c_138>,<a_59><b_183><c_212>,0,0,0,0,0,0,0,0,0,0,<a_118>,20,0.55,other,175,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",tape,<a_170><b_226><c_111>,<a_202><b_52><c_171>,0,0,0,0,0,0,0,0,0,0,<a_170>,25,0.68,other,130,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",tape,<a_170><b_226><c_111>,<a_73><b_9><c_0>,0,0,0,0,0,0,0,0,0,0,<a_170>,25,0.68,other,502,Uxcell a10073000ux0031 2 Pcs 8 Position Double Row Screw Terminal Covered Barrier Strip 600V 25A,connector_fitting,<a_85><b_225><c_84>,<a_248><b_109><c_145>,0,0,0,0,0,0,0,0,0,0
26,2899,other,"Dynatex 49582 Industrial Copper Anti-Seize and Lubricating Compound Paste, 8 oz Brush Top Bottle, Dark Copper",<a_193><b_173><c_159>,<a_71><b_18><c_80>,0,0,0,0,0,0,0,0,0,0,<a_193>,15,0.6666666666666666,other,1031,ABN Adhesive Sticky Back 80-Grit Sandpaper Roll 2-3/4&rdquo; Inch x 20 Yards Aluminum Oxide Golden Yellow Longboard Dura PSA,adhesive_epoxy,<a_75><b_144><c_140>,<a_10><b_45><c_37>,0,0,0,0,0,1,0,0,0,0,<a_75>,14,0.8571428571428571,other,140,DuPont Teflon Silicone Lubricant,other,<a_173><b_86><c_176>,<a_206><b_62><c_157>,0,0,0,0,0,1,0,0,0,0,<a_173>,64,0.921875,other,2292,"Bluecell Pack of 12 Sandpaper abrasive dry/wet paper Sheets 400/600/800/1000/1200/1500 Grit 9"" x 3.6"" hobby tool",other,<a_173><b_86><c_176>,<a_202><b_62><c_182>,0,0,0,0,0,1,0,0,0,0,<a_173>,64,0.921875,other,116,Rescue Tape RT1000201202USCO,tape,<a_106><b_113><c_3>,<a_73><b_243><c_92>,0,0,0,0,0,0,0,0,0,0
27,749,other,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",<a_67><b_81><c_51>,<a_14><b_85><c_121>,0,0,0,0,0,0,0,0,0,0,<a_67>,20,0.55,adhesive_epoxy,426,"5/16"" - 36 HSS Right hand Thread Tap with 7.3mm Drill bit",other,<a_158><b_45><c_124>,<a_59><b_100><c_111>,0,0,0,0,0,0,0,0,0,0,<a_158>,13,0.6923076923076923,adhesive_epoxy,1568,"FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Stronger than Duct Tape",tape,<a_99><b_170><c_176>,<a_224><b_114><c_148>,0,0,0,0,0,0,0,0,0,0,<a_99>,32,0.5625,other,603,"The Hillman Group 591519 Small Small Wood Screw Assortment, 195-Pack",fastener,<a_99><b_170><c_176>,<a_224><b_77><c_43>,0,0,0,0,0,0,0,0,0,0,<a_99>,32,0.5625,other,914,"The Hillman Group 591518 Small Machine Screws with Nuts Assortment, 195-Pack",fastener,<a_102><b_122><c_97>,<a_154><b_37><c_0>,0,0,0,0,0,0,0,0,0,0
28,749,other,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",<a_67><b_81><c_51>,<a_67><b_81><c_51>,1,1,1,1,1,1,1,1,1,1,<a_67>,20,0.55,adhesive_epoxy,749,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",other,<a_158><b_45><c_124>,<a_158><b_45><c_124>,1,1,1,1,1,1,1,1,1,1,<a_158>,13,0.6923076923076923,adhesive_epoxy,749,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",other,<a_99><b_170><c_176>,<a_99><b_170><c_176>,1,1,1,1,1,1,1,1,1,1,<a_99>,32,0.5625,other,749,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",other,<a_99><b_170><c_176>,<a_99><b_170><c_176>,1,1,1,1,1,1,1,1,1,1,<a_99>,32,0.5625,other,749,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",other,<a_102><b_122><c_97>,<a_102><b_122><c_97>,1,1,1,1,1,1,1,1,1,1
29,1392,other,Pomona 4970 Bnc (M) with 20 Awg Leads,<a_199><b_200><c_132>,<a_45><b_35><c_224>,0,0,0,0,0,0,0,0,0,0,<a_199>,22,0.7727272727272727,connector_fitting,2977,"Heathrow Scientific HD15906 Hayman-Type Spatula with Flat End and Spoon End, 6-1/4"" Overall Length",other,<a_118><b_32><c_143>,<a_131><b_6><c_0>,0,0,0,0,0,0,0,0,0,0,<a_118>,20,0.55,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_170><b_228><c_53>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_170>,25,0.68,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_170><b_228><c_53>,<a_180><b_221><c_210>,0,0,0,0,0,0,0,0,0,0,<a_170>,25,0.68,other,2977,"Heathrow Scientific HD15906 Hayman-Type Spatula with Flat End and Spoon End, 6-1/4"" Overall Length",other,<a_101><b_167><c_57>,<a_99><b_89><c_52>,0,0,0,0,0,0,0,0,0,0
30,2175,other,Pomona 3788 Bnc (F) to Minigrabber Test Clips,<a_104><b_184><c_117>,<a_199><b_215><c_66>,0,0,0,0,0,0,0,0,0,0,<a_104>,18,0.5,other,1186,360-piece Solderless Electrical Terminal Assortment,connector_fitting,<a_95><b_169><c_97>,<a_241><b_85><c_125>,0,0,0,0,0,0,0,0,0,0,<a_95>,8,0.5,metadata_placeholder,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,gauge_meter,<a_170><b_208><c_80>,<a_94><b_35><c_31>,0,0,0,0,0,0,0,0,0,0,<a_170>,25,0.68,other,148,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100",other,<a_170><b_208><c_80>,<a_180><b_221><c_210>,0,0,0,0,0,0,0,0,0,0,<a_170>,25,0.68,other,2977,"Heathrow Scientific HD15906 Hayman-Type Spatula with Flat End and Spoon End, 6-1/4"" Overall Length",other,<a_149><b_175><c_57>,<a_233><b_17><c_254>,0,0,0,0,0,0,0,0,0,0
31,3550,other,Uxcell a12081400ux0273 10 x Momentary SPST NO Red Push Button Switch AC 250V/1.5A 125V/3A,<a_25><b_167><c_130>,<a_123><b_182><c_183>,0,0,0,0,0,0,0,0,0,0,<a_25>,23,0.9565217391304348,other,2333,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",3d_filament,<a_117><b_37><c_16>,<a_58><b_172><c_168>,0,0,0,0,0,0,0,0,0,0,<a_117>,19,1.0,other,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",3d_filament,<a_236><b_35><c_44>,<a_223><b_86><c_176>,0,0,0,0,0,0,0,0,0,0,<a_236>,84,0.7857142857142857,other,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,<a_236><b_35><c_44>,<a_223><b_160><c_251>,0,0,0,0,0,0,0,0,0,0,<a_236>,84,0.7857142857142857,other,2477,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,3d_filament,<a_196><b_7><c_127>,<a_22><b_249><c_221>,0,0,0,0,0,0,0,0,0,0
32,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_168><b_153><c_10>,<a_165><b_74><c_62>,0,0,0,0,0,1,0,0,0,0,<a_168>,67,0.8059701492537313,3d_filament,3444,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,3d_filament,<a_58><b_78><c_0>,<a_58><b_172><c_168>,0,0,0,0,1,1,0,0,0,0,<a_58>,105,1.0,3d_filament,1850,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",3d_filament,<a_223><b_80><c_84>,<a_158><b_217><c_2>,0,0,0,0,0,1,0,0,0,0,<a_223>,247,0.9271255060728745,3d_filament,3444,RepRap Champion Metal J-Head V6 Hot End for RepRap 3D Printer 1.75mm Filament Direct Feed Extruder 0.4mm Nozzle,3d_filament,<a_223><b_80><c_84>,<a_158><b_138><c_227>,0,0,0,1,0,1,0,1,0,1,<a_223>,247,0.9271255060728745,3d_filament,2513,2 Meters PTFE Teflon Bowden Tube 1.75 Filament 3D printer RepRap Rostock Kossel,3d_filament,<a_22><b_122><c_191>,<a_211><b_147><c_178>,0,0,0,0,0,0,0,0,0,0
33,123,other,"Red Devil 0325 Steel Wool, 2 Medium Course, 8 Pads",<a_32><b_93><c_30>,<a_67><b_81><c_51>,0,0,0,0,0,0,0,0,0,0,<a_32>,13,0.8461538461538461,other,749,"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",other,<a_119><b_216><c_4>,<a_131><b_6><c_0>,0,0,0,0,0,0,0,0,0,0,<a_119>,13,0.8461538461538461,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_173><b_194><c_4>,<a_165><b_247><c_68>,0,0,0,0,0,0,0,0,0,0,<a_173>,64,0.921875,other,57,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",adhesive_epoxy,<a_173><b_194><c_4>,<a_165><b_15><c_16>,0,0,0,0,0,0,0,0,0,0,<a_173>,64,0.921875,other,202,Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882),adhesive_epoxy,<a_18><b_139><c_248>,<a_102><b_122><c_97>,0,0,0,0,0,0,0,0,0,0
34,1374,other,HHIP 4401-0811 Mini Universal Magnetic Base with Fine,<a_100><b_231><c_0>,<a_226><b_154><c_82>,0,0,0,0,0,0,0,0,0,0,<a_100>,14,0.8571428571428571,other,561,GREAT STUFF Gaps & Cracks 20 oz Insulating Foam Sealant,other,<a_216><b_184><c_138>,<a_235><b_227><c_207>,0,0,0,0,0,0,0,0,0,0,<a_216>,13,0.8461538461538461,other,2164,"Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)",other,<a_104><b_85><c_106>,<a_71><b_162><c_173>,0,0,0,0,0,0,0,0,0,0,<a_104>,60,0.6333333333333333,gauge_meter,187,"South Main Hardware 810180, 12'/1"""", Silver Lashing Strap (2 Pack)",other,<a_104><b_85><c_106>,<a_66><b_78><c_36>,0,0,0,0,0,0,0,0,0,0,<a_104>,60,0.6333333333333333,gauge_meter,150,Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack),other,<a_111><b_5><c_215>,<a_3><b_90><c_86>,0,0,0,0,0,0,0,0,0,0
35,1874,fastener,"FastenMaster FMHLGM278-50 HeadLOK Heavy-Duty Flathead Fastener, 2-7/8 Inches, 50-Count",<a_251><b_130><c_224>,<a_191><b_81><c_57>,0,0,0,0,0,0,0,0,0,0,<a_251>,33,0.9090909090909091,fastener,2174,"Schaeffer Manufacturing 02937590-012S Supreme Gear Lube SAE 75W-90, 1 quart",other,<a_130><b_84><c_73>,<a_26><b_109><c_82>,0,0,0,0,0,0,0,0,0,0,<a_130>,25,0.96,fastener,415,"Miller Electric 229895 Gage, Wire Metal Sizes",other,<a_224><b_33><c_237>,<a_71><b_225><c_89>,0,0,0,0,0,0,0,0,0,0,<a_224>,191,0.612565445026178,fastener,794,"Keeper (07512) Koastal 12' x 1-1/2"" Lashing Strap with Protective Cover, (Pack of 2)",other,<a_224><b_33><c_237>,<a_71><b_81><c_211>,0,0,0,0,0,0,0,0,0,0,<a_224>,191,0.612565445026178,fastener,512,Highland (9002900) Fat Strap Bungee Cord Assortment - 6 Piece,other,<a_87><b_170><c_54>,<a_136><b_141><c_0>,0,0,0,0,0,0,0,0,0,0
36,1344,other,Bearing 608ZZ Shielded 8x22x7 Miniature Ball Bearings(Pack of 10),<a_44><b_23><c_143>,<a_252><b_127><c_100>,0,0,0,0,0,0,0,0,0,0,<a_44>,26,0.8461538461538461,other,514,Tach-It Model-T Ultra-Rugged Retractable Snap Off Blade Utility Knife (Pack of 12),other,<a_180><b_89><c_216>,<a_131><b_6><c_0>,0,0,0,0,0,0,0,0,0,0,<a_180>,20,0.8,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_251><b_44><c_87>,<a_193><b_5><c_106>,0,0,0,0,0,0,0,0,0,0,<a_251>,92,0.6630434782608695,other,341,"Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack",other,<a_251><b_44><c_87>,<a_193><b_176><c_173>,0,0,0,0,0,0,0,0,0,0,<a_251>,92,0.6630434782608695,other,365,Dremel EZ506CU 1-1/2-Inch Premium Metal Cutting Rotary Wheel,other,<a_0><b_81><c_21>,<a_248><b_109><c_145>,0,0,0,0,0,0,0,0,0,0
37,2817,other,"PHARMEX 1-78G Permanent Paper Label,""FOR RECTAL USE"", 1 9/16"" x 3/8"", Blue (500 per Roll, 2 Rolls per Box)",<a_254><b_84><c_207>,<a_170><b_18><c_169>,0,0,0,0,0,0,0,0,0,0,<a_254>,30,1.0,other,734,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",other,<a_239><b_68><c_15>,<a_76><b_151><c_121>,0,0,0,0,0,0,0,0,0,0,<a_239>,12,1.0,other,23,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",tape,<a_44><b_157><c_179>,<a_202><b_100><c_73>,0,0,0,0,0,0,0,0,0,0,<a_44>,65,0.9538461538461539,other,23,"Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle",tape,<a_44><b_157><c_179>,<a_73><b_8><c_168>,0,0,0,0,0,0,0,0,0,0,<a_44>,65,0.9538461538461539,other,285,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,other,<a_179><b_226><c_33>,<a_107><b_32><c_247>,0,0,0,0,0,0,0,0,0,0
38,3550,other,Uxcell a12081400ux0273 10 x Momentary SPST NO Red Push Button Switch AC 250V/1.5A 125V/3A,<a_25><b_167><c_130>,<a_83><b_192><c_108>,0,0,0,0,0,0,0,0,0,0,<a_25>,23,0.9565217391304348,other,148,"Plastic Transfer Pipettes 3ml, Graduated, Pack of 100",other,<a_117><b_37><c_16>,<a_50><b_235><c_31>,0,0,0,0,0,0,0,0,0,0,<a_117>,19,1.0,other,338,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",gauge_meter,<a_236><b_35><c_44>,<a_44><b_217><c_50>,0,0,0,0,0,0,0,0,0,0,<a_236>,84,0.7857142857142857,other,303,"AMMEX - AINPF46100 - Medical Nitrile Gloves - Disposable, Powder Free, Exam Grade, 3 mil, Large, Indigo (Case of 1000)",other,<a_236><b_35><c_44>,<a_150><b_98><c_251>,0,0,0,0,0,0,0,0,0,0,<a_236>,84,0.7857142857142857,other,1482,Propylene Glycol 1 Quart - USP - KOSHER - PURE,other,<a_196><b_7><c_127>,<a_118><b_79><c_101>,0,0,0,0,0,0,0,0,0,0
39,725,other,"Bissell Zing Bagged Canister Vacuum, Maroon, 4122 - Corded",<a_221><b_77><c_231>,<a_160><b_8><c_0>,0,0,0,0,0,0,0,0,0,0,<a_221>,20,0.9,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_125><b_145><c_102>,<a_109><b_54><c_213>,0,0,0,0,0,0,0,0,0,0,<a_125>,8,0.875,other,42,"Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)",connector_fitting,<a_197><b_33><c_216>,<a_109><b_225><c_156>,0,0,0,0,0,0,0,0,0,0,<a_197>,60,0.7,other,2270,Elkay LKSMHOOK SinkMate Hook,other,<a_197><b_33><c_216>,<a_107><b_93><c_0>,0,0,0,0,0,0,0,0,0,0,<a_197>,60,0.7,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_103><b_65><c_156>,<a_23><b_157><c_6>,0,0,0,0,0,1,0,0,0,0
40,2216,other,SE 526SF 7&rdquo; Self-Locking Sponge Forceps,<a_45><b_113><c_227>,<a_125><b_78><c_4>,0,0,0,0,0,0,0,0,0,0,<a_45>,19,0.9473684210526315,other,341,"Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-Pack",other,<a_105><b_198><c_194>,<a_131><b_6><c_0>,0,0,0,0,0,0,0,0,0,0,<a_105>,15,1.0,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_180><b_213><c_155>,<a_193><b_42><c_1>,0,0,0,0,0,0,0,0,0,0,<a_180>,81,0.8518518518518519,other,831,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack",other,<a_180><b_213><c_155>,<a_193><b_178><c_185>,0,0,0,0,0,0,0,0,0,0,<a_180>,81,0.8518518518518519,other,1459,"Forney 72730 Wire Cup Brush, Fine Crimped with 1/4-Inch Hex Shank, 2-Inch-by-.008-Inch",other,<a_178><b_171><c_246>,<a_247><b_241><c_0>,0,0,0,0,0,0,0,0,0,0
41,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_160><b_8><c_0>,<a_160><b_8><c_0>,1,1,1,1,1,1,1,1,1,1,<a_160>,14,0.6428571428571429,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_131><b_6><c_0>,<a_131><b_6><c_0>,1,1,1,1,1,1,1,1,1,1,<a_131>,15,0.6,other,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_107><b_93><c_0>,<a_107><b_93><c_0>,1,1,1,1,1,1,1,1,1,1,<a_107>,66,0.5757575757575758,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,<a_154><b_37><c_0>,<a_154><b_37><c_0>,1,1,1,1,1,1,1,1,1,1
