idx,item_id,family,title,brand,target_sid,target_l1,target_l1_size,target_l1_purity,target_l1_top_family,target_family_is_l1_top,target_l1_size_bin,target_l1_purity_bin,l1_rank,l12_rank,exact_rank,hit10,l1_in_top10,l1_in_top50,pred1_sid,pred1_l1,pred1_l1_size,pred1_l1_purity,pred1_l1_top_family,pred1_item_id,pred1_family,pred1_title,top10_unique_l1,top10_has_same_family_bucket,top10_has_same_top_family,top10_pred_l1s
50,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",3D Solutech,<a_168><b_153><c_10>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,1,3,3,1,1,1,<a_168><b_146><c_106>,<a_168>,67,0.8059701492537313,3d_filament,2161,3d_filament,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",1,1,1,<a_168> <a_168> <a_168> <a_168> <a_168> <a_168> <a_168> <a_168> <a_168> <a_168>
51,3468,3d_filament,"3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,<a_206><b_170><c_0>,<a_206>,13,0.7692307692307693,other,False,11-20,0.75-0.9,41,41,9999,0,0,1,<a_168><b_63><c_105>,<a_168>,67,0.8059701492537313,3d_filament,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",1,1,1,<a_168> <a_168> <a_168> <a_168> <a_168> <a_168> <a_168> <a_168> <a_168> <a_168>
52,402,other,"Metabo Slicer Cut Off Wheel 6"" X .040"" Box 50",Metabo,<a_126><b_33><c_152>,<a_126>,14,0.9285714285714286,other,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_225><b_212><c_67>,<a_225>,22,0.5,gauge_meter,866,gauge_meter,Signstek 3 1/2 6802 II Dual Channel Digital Thermometer -58&deg;F~1022&deg;F(-50~1300&deg;C) with 2 K-Type Thermocouple Sensor Probe,5,1,1,<a_225> <a_225> <a_87> <a_87> <a_101> <a_170> <a_225> <a_225> <a_87> <a_246>
53,383,other,"EnviroCare Replacement Vacuum Bags for Panasonic Types U, U-3, U-6-9 Pack",EnviroCare,<a_230><b_180><c_79>,<a_230>,20,0.9,other,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_171><b_42><c_70>,<a_171>,21,0.8571428571428571,other,2548,fastener,Dorman Hardware 4-9833 Peggable Screwdriver Holder,8,1,1,<a_171> <a_201> <a_160> <a_171> <a_24> <a_143> <a_185> <a_15> <a_65> <a_171>
54,2899,other,"Dynatex 49582 Industrial Copper Anti-Seize and Lubricating Compound Paste, 8 oz Brush Top Bottle, Dark Copper",Dynatex,<a_193><b_173><c_159>,<a_193>,15,0.6666666666666666,other,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_191><b_81><c_57>,<a_191>,20,1.0,other,2174,other,"Schaeffer Manufacturing 02937590-012S Supreme Gear Lube SAE 75W-90, 1 quart",8,1,1,<a_191> <a_160> <a_201> <a_230> <a_109> <a_171> <a_81> <a_109> <a_109> <a_79>
55,506,fastener,"Stainless 1/4-20 Hex Nuts, USS Coarse Thread, 304 Stainless Steel, 100 pieces (1/4 Hex Nuts)","Chenango Supply Co., Inc.",<a_143><b_38><c_176>,<a_143>,32,0.59375,fastener,True,21-50,0.5-0.75,9999,9999,9999,0,0,0,<a_19><b_53><c_125>,<a_19>,24,0.5416666666666666,gauge_meter,728,other,"Cold Rolled Steel A513 Drawn Over Mandrel Round Tubing, ASTM A513, 1-1/4"" OD, 1.01"" ID, 0.12"" Wall, 72"" Length",9,1,1,<a_19> <a_251> <a_83> <a_20> <a_53> <a_52> <a_69> <a_91> <a_91> <a_15>
56,507,other,"Stainless Flat Washers 1/4 Inch, 304 Stainless Steel, 100 pieces (1/4 Flat Washer) by ""Chenango Supply Co., Inc.","Chenango Supply Co., Inc.",<a_143><b_61><c_96>,<a_143>,32,0.59375,fastener,False,21-50,0.5-0.75,1,1,1,1,1,1,<a_143><b_61><c_96>,<a_143>,32,0.59375,fastener,507,other,"Stainless Flat Washers 1/4 Inch, 304 Stainless Steel, 100 pieces (1/4 Flat Washer) by ""Chenango Supply Co., Inc.",7,1,0,<a_143> <a_15> <a_15> <a_15> <a_81> <a_251> <a_15> <a_19> <a_20> <a_53>
57,1346,tape,"Aluminum Tape/Aluminum Foil Tape - 1.9 inch x 150 feet (3.4 mil) - Good for HVAC, Ducts, Insulation and More",Impresa Products,<a_91><b_101><c_101>,<a_91>,26,0.9230769230769231,tape,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_236><b_200><c_172>,<a_236>,39,0.9743589743589743,tape,3253,tape,"3M 3960-RD Red Duct Tape, 1.88 Inches by 60 Yards",4,1,1,<a_236> <a_236> <a_107> <a_236> <a_107> <a_236> <a_236> <a_160> <a_33> <a_107>
58,1758,3d_filament,Signswise 200x200mm 12V 220W Silicone Rubber Heating Heater for 3D Printer Heated Beds,Signswise,<a_179><b_44><c_51>,<a_179>,10,0.6,other,False,<=10,0.5-0.75,9999,9999,9999,0,0,0,<a_165><b_166><c_212>,<a_165>,58,0.9655172413793104,3d_filament,3151,3d_filament,Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply,3,1,1,<a_165> <a_165> <a_165> <a_165> <a_165> <a_142> <a_200> <a_165> <a_165> <a_200>
59,2512,other,Extech TG20 Wire Tracer and Tone Generator,Extech,<a_63><b_176><c_32>,<a_63>,12,0.5,other,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_122><b_107><c_24>,<a_122>,26,1.0,tape,130,tape,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",6,1,1,<a_122> <a_0> <a_160> <a_122> <a_122> <a_163> <a_0> <a_122> <a_173> <a_226>
60,130,tape,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",Gorilla,<a_122><b_107><c_24>,<a_122>,26,1.0,tape,True,21-50,>=0.9,29,9999,9999,0,0,1,<a_143><b_164><c_44>,<a_143>,32,0.59375,fastener,37,other,"The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack",4,0,0,<a_143> <a_143> <a_143> <a_143> <a_15> <a_143> <a_143> <a_143> <a_222> <a_160>
61,444,3d_filament,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",HATCHBOX,<a_142><b_5><c_189>,<a_142>,77,0.987012987012987,3d_filament,True,51-100,>=0.9,1,9999,9999,0,1,1,<a_142><b_66><c_205>,<a_142>,77,0.987012987012987,3d_filament,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",5,1,1,<a_142> <a_123> <a_209> <a_123> <a_142> <a_142> <a_120> <a_165> <a_142> <a_142>
62,1031,adhesive_epoxy,ABN Adhesive Sticky Back 80-Grit Sandpaper Roll 2-3/4&rdquo; Inch x 20 Yards Aluminum Oxide Golden Yellow Longboard Dura PSA,ABN,<a_71><b_18><c_80>,<a_71>,15,0.5333333333333333,tape,False,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_126><b_28><c_63>,<a_126>,14,0.9285714285714286,other,1353,other,Forney 72395 Reducing Bushing Adapters for 3/4-Inch Thick Bench Grinding Wheels,4,0,0,<a_126> <a_126> <a_126> <a_126> <a_126> <a_126> <a_81> <a_20> <a_126> <a_66>
63,895,other,Grizzly G8748 Hand Tapping Machine,Grizzly,<a_164><b_55><c_136>,<a_164>,8,0.5,other,True,<=10,0.5-0.75,9999,9999,9999,0,0,0,<a_101><b_91><c_89>,<a_101>,14,0.5,gauge_meter,145,other,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",9,1,1,<a_101> <a_221> <a_170> <a_202> <a_81> <a_191> <a_12> <a_191> <a_161> <a_195>
64,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,7,7,7,1,1,1,<a_195><b_255><c_213>,<a_195>,18,1.0,other,853,other,"Rubbermaid Professional Plus Heavy-Duty Spray Bottle,32 fl OZ (946ml), (FG6C13PR06)",10,1,1,<a_195> <a_225> <a_81> <a_208> <a_18> <a_101> <a_160> <a_88> <a_63> <a_89>
65,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",9,1,1,<a_160> <a_208> <a_195> <a_225> <a_18> <a_81> <a_101> <a_31> <a_18> <a_2>
66,182,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",8,1,1,<a_160> <a_31> <a_31> <a_31> <a_18> <a_225> <a_183> <a_2> <a_119> <a_208>
67,2703,3d_filament,"eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black",eSUN,<a_123><b_54><c_22>,<a_123>,27,0.6666666666666666,3d_filament,True,21-50,0.5-0.75,5,37,9999,0,1,1,<a_165><b_166><c_212>,<a_165>,58,0.9655172413793104,3d_filament,3151,3d_filament,Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply,5,1,1,<a_165> <a_165> <a_165> <a_81> <a_123> <a_165> <a_178> <a_142> <a_165> <a_165>
68,2106,other,"Noga NG8150 Heavy Duty Deburr Tool, with 10 S10 blades",Noga,<a_93><b_66><c_99>,<a_93>,21,0.9047619047619048,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_200><b_78><c_5>,<a_200>,16,0.8125,3d_filament,3247,3d_filament,HICTOP 3D Printer Control Board MKS Base V1.3 RepRap Arduino-Compatible Mother Board,6,1,1,<a_200> <a_200> <a_165> <a_165> <a_165> <a_142> <a_209> <a_165> <a_178> <a_146>
69,1128,adhesive_epoxy,Loctite Heavy Duty Epoxy Quick Set 8-Fluid Ounce Bottle (1365736),Loctite,<a_22><b_12><c_25>,<a_22>,17,0.5294117647058824,adhesive_epoxy,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_142><b_5><c_127>,<a_142>,77,0.987012987012987,3d_filament,2582,3d_filament,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Orange",3,0,0,<a_142> <a_209> <a_142> <a_142> <a_142> <a_142> <a_142> <a_239> <a_209> <a_142>
70,1271,tape,"Tape-Me Duct Tape Silver, 1.88 in x 55 yd (Pack of 3)",Tape-Me,<a_236><b_200><c_140>,<a_236>,39,0.9743589743589743,tape,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_99><b_131><c_66>,<a_99>,21,0.47619047619047616,other,119,other,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",3,1,0,<a_99> <a_99> <a_99> <a_99> <a_99> <a_99> <a_99> <a_13> <a_81> <a_99>
71,1432,other,"Sashco Pre-Caulking Filler Rope Backer Rod Roll, 100' Length x 3/8"" Width, Grey",Sashco,<a_226><b_32><c_248>,<a_226>,18,0.8333333333333334,other,True,11-20,0.75-0.9,9999,9999,9999,0,0,0,<a_101><b_91><c_89>,<a_101>,14,0.5,gauge_meter,145,other,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing",8,1,1,<a_101> <a_195> <a_195> <a_250> <a_130> <a_106> <a_195> <a_154> <a_202> <a_170>
72,1385,other,ARM & HAMMER Spinbrush Classic Clean Battery Toothbrush,Spinbrush,<a_232><b_144><c_18>,<a_232>,32,0.9375,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_0><b_77><c_244>,<a_0>,20,0.8,adhesive_epoxy,257,adhesive_epoxy,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown",7,1,1,<a_0> <a_0> <a_187> <a_89> <a_122> <a_114> <a_148> <a_2> <a_89> <a_187>
73,1385,other,ARM & HAMMER Spinbrush Classic Clean Battery Toothbrush,Spinbrush,<a_232><b_144><c_18>,<a_232>,32,0.9375,other,True,21-50,>=0.9,1,1,1,1,1,1,<a_232><b_144><c_18>,<a_232>,32,0.9375,other,1385,other,ARM & HAMMER Spinbrush Classic Clean Battery Toothbrush,7,1,1,<a_232> <a_89> <a_122> <a_89> <a_18> <a_89> <a_0> <a_122> <a_226> <a_251>
74,3135,metadata_placeholder,"Industrial & Scientific"" />","Sterling Seal & Supply, Inc. (STCC)",<a_238><b_241><c_97>,<a_238>,19,1.0,metadata_placeholder,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_123><b_182><c_183>,<a_123>,27,0.6666666666666666,3d_filament,2333,3d_filament,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.75mm Cleaning",8,0,0,<a_123> <a_225> <a_209> <a_160> <a_225> <a_193> <a_123> <a_168> <a_142> <a_183>
75,962,other,Yobett Large Plastic 100ml Syringe +120cm (47in) handy plastic tubing,YOBETT,<a_83><b_234><c_91>,<a_83>,38,0.9210526315789473,other,True,21-50,>=0.9,9999,9999,9999,0,0,0,<a_222><b_85><c_238>,<a_222>,44,1.0,connector_fitting,1772,connector_fitting,"Dixon Valve HHP2M Brass Fitting, Hex Head Plug, 1/4"" NPT Male",3,1,1,<a_222> <a_222> <a_222> <a_86> <a_222> <a_222> <a_222> <a_233> <a_222> <a_86>
76,1114,other,2 Needle Tip Bottle Liquid Flux Dispenser Oil Solvent Applicator Dropper 0.7 Oz,1st Choice,<a_195><b_195><c_191>,<a_195>,18,1.0,other,True,11-20,>=0.9,26,9999,9999,0,0,1,<a_145><b_210><c_226>,<a_145>,19,0.8947368421052632,other,513,other,"Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply",7,1,1,<a_145> <a_215> <a_81> <a_233> <a_145> <a_100> <a_101> <a_215> <a_191> <a_145>
77,3466,3d_filament,"3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY",3D Solutech,<a_168><b_63><c_53>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,9,9,9999,0,1,1,<a_142><b_221><c_20>,<a_142>,77,0.987012987012987,3d_filament,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",4,1,1,<a_142> <a_142> <a_142> <a_142> <a_209> <a_123> <a_142> <a_142> <a_168> <a_142>
78,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,<a_168><b_63><c_12>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,2,2,5,1,1,1,<a_142><b_153><c_5>,<a_142>,77,0.987012987012987,3d_filament,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",4,1,1,<a_142> <a_168> <a_209> <a_142> <a_168> <a_142> <a_142> <a_142> <a_168> <a_123>
79,3016,3d_filament,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",HATCHBOX,<a_142><b_183><c_61>,<a_142>,77,0.987012987012987,3d_filament,True,51-100,>=0.9,2,31,31,0,1,1,<a_168><b_63><c_12>,<a_168>,67,0.8059701492537313,3d_filament,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",4,1,1,<a_168> <a_142> <a_168> <a_168> <a_123> <a_168> <a_168> <a_168> <a_142> <a_209>
80,2640,connector_fitting,Uxcell a13052700ux0257 6mm to 8mm CNC Stepper Motor Shaft Coupling Coupler for Encoder,uxcell,<a_132><b_30><c_209>,<a_132>,15,0.6666666666666666,other,False,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_142><b_153><c_5>,<a_142>,77,0.987012987012987,3d_filament,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",4,0,0,<a_142> <a_123> <a_142> <a_142> <a_209> <a_142> <a_142> <a_142> <a_168> <a_142>
81,332,other,DEWALT DW4523 4-1/2-Inch by 1/4-Inch by 5/8-Inch General Purpose Metal Grinding Wheel,DEWALT,<a_128><b_179><c_197>,<a_128>,18,1.0,other,True,11-20,>=0.9,15,9999,9999,0,0,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",5,1,1,<a_160> <a_236> <a_236> <a_236> <a_81> <a_236> <a_236> <a_126> <a_236> <a_129>
82,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,2,2,2,1,1,1,<a_81><b_152><c_61>,<a_81>,21,0.7619047619047619,gauge_meter,338,gauge_meter,"Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black",8,1,1,<a_81> <a_160> <a_170> <a_101> <a_122> <a_120> <a_122> <a_81> <a_105> <a_225>
83,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",6,1,1,<a_160> <a_31> <a_81> <a_31> <a_183> <a_183> <a_183> <a_81> <a_101> <a_208>
84,959,other,"American Weigh Scales Calibration Weight Kit WGHTKIT, Class M2",American Weigh,<a_119><b_99><c_70>,<a_119>,9,0.7777777777777778,other,True,<=10,0.75-0.9,14,14,14,0,0,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",5,1,1,<a_160> <a_31> <a_31> <a_81> <a_31> <a_183> <a_183> <a_183> <a_31> <a_2>
85,182,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",5,1,1,<a_160> <a_31> <a_31> <a_119> <a_31> <a_183> <a_81> <a_31> <a_31> <a_31>
86,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,3,3,3,1,1,1,<a_232><b_141><c_166>,<a_232>,32,0.9375,other,680,other,O-Cedar Multi-Use Scrunge Scrub Sponge (Pack of 6),9,1,1,<a_232> <a_208> <a_160> <a_32> <a_83> <a_225> <a_114> <a_251> <a_122> <a_232>
87,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",8,1,1,<a_160> <a_232> <a_31> <a_208> <a_81> <a_18> <a_31> <a_225> <a_31> <a_183>
88,182,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",5,1,1,<a_160> <a_31> <a_31> <a_31> <a_31> <a_183> <a_208> <a_183> <a_31> <a_81>
89,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",10,1,1,<a_160> <a_198> <a_81> <a_88> <a_236> <a_201> <a_122> <a_175> <a_187> <a_191>
90,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,False,11-20,0.5-0.75,1,1,1,1,1,1,<a_160><b_8><c_0>,<a_160>,14,0.6428571428571429,other,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",10,1,1,<a_160> <a_81> <a_236> <a_2> <a_99> <a_31> <a_172> <a_201> <a_175> <a_198>
91,2151,3d_filament,Signstek 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 213x200x3mm,Signstek,<a_168><b_36><c_199>,<a_168>,67,0.8059701492537313,3d_filament,True,51-100,0.75-0.9,21,9999,9999,0,0,1,<a_165><b_239><c_95>,<a_165>,58,0.9655172413793104,3d_filament,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3,1,1,<a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_165> <a_123> <a_142> <a_165>
92,360,gauge_meter,Carrera Precision CP9806-TF Titanium 0-Inch to 6-Inch Electronic Fractional & Decimal Digital Caliper,Carrera Precision,<a_38><b_28><c_190>,<a_38>,19,1.0,gauge_meter,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_34><b_233><c_63>,<a_34>,18,0.9444444444444444,other,43,other,4 Pack Caster Wheels Swivel Plate Stem Brake Casters On Red Polyurethane Wheels (4 inch with brake),6,1,0,<a_34> <a_74> <a_34> <a_251> <a_143> <a_92> <a_189> <a_143> <a_34> <a_34>
93,3335,other,50pcs x Superbright 10mm Round LED Light Lamp Ultra Bright 10mm White led 30000MCD,WholesaleLED,<a_170><b_180><c_21>,<a_170>,20,0.95,other,True,11-20,>=0.9,1,9999,9999,0,1,1,<a_170><b_18><c_169>,<a_170>,20,0.95,other,734,other,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",6,1,1,<a_170> <a_130> <a_170> <a_170> <a_106> <a_112> <a_170> <a_118> <a_106> <a_250>
94,568,tape,"Strenco 1"" Self Adhesive Black Hook and Loop 5 yards Sticky Back Tape Fastener 15 feet - Light Weight",Strenco,<a_71><b_27><c_105>,<a_71>,15,0.5333333333333333,tape,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_0><b_77><c_244>,<a_0>,20,0.8,adhesive_epoxy,257,adhesive_epoxy,"Gorilla 5000408  Original Gorilla Glue, Waterproof Polyurethane Glue, 4 ounce Bottle, Brown",8,1,1,<a_0> <a_160> <a_53> <a_53> <a_24> <a_251> <a_236> <a_218> <a_226> <a_0>
95,84,gauge_meter,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,Neiko,<a_38><b_126><c_62>,<a_38>,19,1.0,gauge_meter,True,11-20,>=0.9,9999,9999,9999,0,0,0,<a_142><b_66><c_205>,<a_142>,77,0.987012987012987,3d_filament,2544,3d_filament,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",6,0,0,<a_142> <a_193> <a_123> <a_123> <a_123> <a_123> <a_165> <a_123> <a_178> <a_120>
96,2201,other,"TRM Manufacturing 610B Weatherall 6 Mil Black Poly Plastic Sheet, 1 Box of 100 Feet Long by 10 Feet Wide",TRM Manufacturing,<a_13><b_155><c_113>,<a_13>,18,0.7222222222222222,other,True,11-20,0.5-0.75,9999,9999,9999,0,0,0,<a_74><b_25><c_30>,<a_74>,21,0.9523809523809523,other,381,other,"Torin Big Red Hydraulic Bottle Jack, 50 Ton Capacity",9,1,1,<a_74> <a_81> <a_163> <a_89> <a_160> <a_91> <a_251> <a_81> <a_93> <a_122>
97,1734,other,SOLOOP 328Pcs 8 Sizes Assortment 2:1 Heat Shrink Tube Tubing Sleeve Wrap Wire Kit Set,SOLOOP,<a_12><b_32><c_75>,<a_12>,33,0.7272727272727273,gauge_meter,False,21-50,0.5-0.75,9999,9999,9999,0,0,0,<a_74><b_25><c_30>,<a_74>,21,0.9523809523809523,other,381,other,"Torin Big Red Hydraulic Bottle Jack, 50 Ton Capacity",7,1,1,<a_74> <a_13> <a_81> <a_13> <a_13> <a_163> <a_122> <a_233> <a_122> <a_160>
98,1522,gauge_meter,Yosoo GM328 Lcd Display Transistor Tester ESR Meter Cymometer Square Wave Generator,Yosoo,<a_161><b_157><c_252>,<a_161>,19,0.7894736842105263,other,False,11-20,0.75-0.9,9999,9999,9999,0,0,0,<a_170><b_18><c_169>,<a_170>,20,0.95,other,734,other,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",6,1,0,<a_170> <a_227> <a_250> <a_118> <a_170> <a_154> <a_118> <a_118> <a_106> <a_154>
