idx,item_id,family,title,brand,r720e_l1_rank,r720e_l12_rank,r720e_exact_rank,r720e_stage10,r720e_stage50,r720e_exact_rank_bucket,r720e_hit1,r720e_hit3,r720e_hit5,r720e_hit10,r720e_hit20,r720e_hit50,r720e_l1_in_top10,r720e_l12_in_top10,r720e_l1_in_top50,r720e_l12_in_top50,r720e_pred1_item_id,r720e_pred1_family,r720e_pred1_title,r720e_l1,r720e_l1_size,r720e_l1_purity,r720e_l1_top_family,r720b_l1_rank,r720b_l12_rank,r720b_exact_rank,r720b_stage10,r720b_stage50,r720b_exact_rank_bucket,r720b_hit1,r720b_hit3,r720b_hit5,r720b_hit10,r720b_hit20,r720b_hit50,r720b_l1_in_top10,r720b_l12_in_top10,r720b_l1_in_top50,r720b_l12_in_top50,r720b_pred1_item_id,r720b_pred1_family,r720b_pred1_title,r720b_l1,r720b_l1_size,r720b_l1_purity,r720b_l1_top_family,orig_align_l1_rank,orig_align_l12_rank,orig_align_exact_rank,orig_align_stage10,orig_align_stage50,orig_align_exact_rank_bucket,orig_align_hit1,orig_align_hit3,orig_align_hit5,orig_align_hit10,orig_align_hit20,orig_align_hit50,orig_align_l1_in_top10,orig_align_l12_in_top10,orig_align_l1_in_top50,orig_align_l12_in_top50,orig_align_pred1_item_id,orig_align_pred1_family,orig_align_pred1_title,orig_align_l1,orig_align_l1_size,orig_align_l1_purity,orig_align_l1_top_family,orig_strong_l1_rank,orig_strong_l12_rank,orig_strong_exact_rank,orig_strong_stage10,orig_strong_stage50,orig_strong_exact_rank_bucket,orig_strong_hit1,orig_strong_hit3,orig_strong_hit5,orig_strong_hit10,orig_strong_hit20,orig_strong_hit50,orig_strong_l1_in_top10,orig_strong_l12_in_top10,orig_strong_l1_in_top50,orig_strong_l12_in_top50,orig_strong_pred1_item_id,orig_strong_pred1_family,orig_strong_pred1_title,orig_strong_l1,orig_strong_l1_size,orig_strong_l1_purity,orig_strong_l1_top_family,v2_l1_rank,v2_l12_rank,v2_exact_rank,v2_stage10,v2_stage50,v2_exact_rank_bucket,v2_hit1,v2_hit3,v2_hit5,v2_hit10,v2_hit20,v2_hit50,v2_l1_in_top10,v2_l12_in_top10,v2_l1_in_top50,v2_l12_in_top50
497,2675,other,ELEGOO 5 Sets 28BYJ-48 ULN2003 5V Stepper Motor + ULN2003 Driver Board for Arduino,ELEGOO,14,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,1752,other,Vktech 10pcs 4x6cm Double Side Prototype PCB Universal Printed Circuit Board,<a_154>,20,0.75,other,38,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,635,other,Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack,<a_220>,20,0.85,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1746,other,STMicroelectronics UA741CN Operational Amplifier (Pack of 10),<a_158>,109,0.5596330275229358,3d_filament,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2564,other,20 Pieces LM386N-1 LM386N LM386 Low Voltage Audio Power Amplifier,<a_158>,109,0.5596330275229358,3d_filament,23,44,44,L1_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,0,0,1,1
498,1888,3d_filament,"3D Solutech Hot Pink 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,4,10,9999,L12_present_leaf_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,1,1,1,1847,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",<a_168>,67,0.8059701492537313,3d_filament,1,23,9999,L1_present_L2_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,1,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_58>,105,1.0,3d_filament,1,1,9999,L12_present_leaf_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223>,247,0.9271255060728745,3d_filament,1,31,9999,L1_present_L2_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,1,2477,3d_filament,BAMtack! 1.75mm Black PLA 3D Printer Filament - 1kg (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,<a_223>,247,0.9271255060728745,3d_filament,15,42,9999,L1_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,1
499,1554,3d_filament,Inland 1.75mm Peak Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),Inland,25,25,9999,L1_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,1,3302,3d_filament,"PLA Glow in the Dark Cosmic Blue 3D Printing Filament, 1.75 mm",<a_165>,58,0.9655172413793104,3d_filament,2,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_237>,83,0.9879518072289156,3d_filament,9,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,3679,3d_filament,Robotic Steel Metallic Silvery Steel 3D Printing PLA Filament &nbsp;(1.75mm 0.5 kg) Made in the USA,<a_158>,109,0.5596330275229358,3d_filament,15,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,2060,3d_filament,Antique Bronze Metallic PLA - 3D Printing Filament (1.75mm 0.5 kg) Made in the USA,<a_158>,109,0.5596330275229358,3d_filament,37,37,9999,L1_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,1
500,1349,other,"Apache 99000233 3/4"" Fuel Swivel",Apache,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,675,adhesive_epoxy,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,<a_77>,25,0.6,connector_fitting,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,914,fastener,"The Hillman Group 591518 Small Machine Screws with Nuts Assortment, 195-Pack",<a_118>,20,0.55,other,24,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,1481,connector_fitting,Install Bay CCL1614 Crimp Cap Nylon Connector 16/14 Gauge Long Neck -100-Pack,<a_108>,143,0.6083916083916084,connector_fitting,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,675,adhesive_epoxy,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,<a_108>,143,0.6083916083916084,connector_fitting,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
501,2912,3d_filament,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),Inland,2,2,2,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1,1851,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow",<a_165>,58,0.9655172413793104,3d_filament,1,1,9999,L12_present_leaf_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,1,1,1,2934,3d_filament,Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_237>,83,0.9879518072289156,3d_filament,1,1,26,L12_present_leaf_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,1,1,1,1,2932,3d_filament,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_158>,109,0.5596330275229358,3d_filament,1,1,25,L12_present_leaf_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,1,1,1,1,2979,3d_filament,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_158>,109,0.5596330275229358,3d_filament,3,3,5,exact_in_top10,exact_in_top50,rank4_5,0,0,1,1,1,1,1,1,1,1
502,2812,other,Wilton 11743 3-Inch Low Profile Drill Press Vise,Wilton,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,675,adhesive_epoxy,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,<a_184>,16,0.875,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,57,adhesive_epoxy,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",<a_68>,16,0.875,other,23,45,9999,L1_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,1,1305,other,"RMP .125 3003 H14 Aluminum Sheet 12"" x 12",<a_193>,133,0.8872180451127819,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1305,other,"RMP .125 3003 H14 Aluminum Sheet 12"" x 12",<a_193>,133,0.8872180451127819,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
503,45,adhesive_epoxy,"Permatex 80050 Clear RTV Silicone Adhesive Sealant, 3 oz",Permatex,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1881,other,Phantom YoYo 170 Points Mini Breadboard for Arduino Proto Shield (6 PCS),<a_175>,9,0.5555555555555556,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2229,other,Uxcell a11093000ux0385 10x 8 Pin DIP IC Sockets Adaptor Solder Type Socket,<a_41>,14,0.7857142857142857,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2754,other,"Hakko CHP 3-SA Stainless Steel Non-Magnetic Precision Tweezers with Very Fine Point Tips for Microelectronics Applications, 4-3/4"" Length",<a_244>,72,0.7083333333333334,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,3151,3d_filament,Anycubic Pulley Version Unassemble Delta Rostock 3D Printer Kossel Kit Large Print Size with Heatbed and Power Supply,<a_244>,72,0.7083333333333334,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
504,3205,connector_fitting,"Stens 125-508 Oil Drain Valve, 3/8""- 18"" NPTF Threads, Uses 1/2"" hose, Quick twist and pull motion to open",Stens,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2050,adhesive_epoxy,"E6000 230022 Medium Viscosity Auto/Industrial Adhesive, 3.7 fl oz",<a_86>,24,0.875,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_134>,6,0.8333333333333334,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,675,adhesive_epoxy,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,<a_159>,52,0.6346153846153846,other,34,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,675,adhesive_epoxy,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,<a_159>,52,0.6346153846153846,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
505,461,ventilation_fan,"Hy-Ko Products TSR-100 Posted Private Property Tyvek Sign Roll 11"" x 11"" Yellow, 100 Pieces",Hy-Ko Products,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,800,connector_fitting,"Anderson Metals 57001-0402 Brass Hose Fitting, Adapter, 1/4"" Barb x 1/8"" NPT Male Pipe",<a_13>,18,0.7222222222222222,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,226,connector_fitting,"Anderson Metals Brass Hose Fitting, Connector, 3/4"" Barb x 3/4"" Male Pipe",<a_21>,15,0.8,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,226,connector_fitting,"Anderson Metals Brass Hose Fitting, Connector, 3/4"" Barb x 3/4"" Male Pipe",<a_68>,67,0.5074626865671642,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2693,connector_fitting,"Anderson Metals Brass Hose Fitting, Tee, 5/16"" x 5/16"" x 5/16"" Barb",<a_68>,67,0.5074626865671642,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
506,461,ventilation_fan,"Hy-Ko Products TSR-100 Posted Private Property Tyvek Sign Roll 11"" x 11"" Yellow, 100 Pieces",Hy-Ko Products,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,461,ventilation_fan,"Hy-Ko Products TSR-100 Posted Private Property Tyvek Sign Roll 11"" x 11"" Yellow, 100 Pieces",<a_13>,18,0.7222222222222222,other,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,461,ventilation_fan,"Hy-Ko Products TSR-100 Posted Private Property Tyvek Sign Roll 11"" x 11"" Yellow, 100 Pieces",<a_21>,15,0.8,other,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,461,ventilation_fan,"Hy-Ko Products TSR-100 Posted Private Property Tyvek Sign Roll 11"" x 11"" Yellow, 100 Pieces",<a_68>,67,0.5074626865671642,other,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,461,ventilation_fan,"Hy-Ko Products TSR-100 Posted Private Property Tyvek Sign Roll 11"" x 11"" Yellow, 100 Pieces",<a_68>,67,0.5074626865671642,other,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1
507,1527,tape,"XFasten Professional Aluminum Foil Tape, 3.6 mil, 2 Inches x 55 Yards HVAC Tape",XFasten,50,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,3032,other,Siglent Technologies SDS1052DL+ 50 MHz Digital Storage Oscilloscope,<a_91>,26,0.9230769230769231,tape,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,3415,other,Function Generator DIY KIT by JYE Tech FG085,<a_179>,18,1.0,tape,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,285,other,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,<a_202>,117,0.9829059829059829,tape,17,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,1466,other,Seek Thermal Compact Imager for iOS-Apple,<a_202>,117,0.9829059829059829,tape,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
508,1723,gauge_meter,"Uxcell a15032300ux0532 Potentiometer Volume Control Knob Cap with 100 Piece, Knurled Shaft 6 mm Diameter",uxcell,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2397,gauge_meter,Sunshine Variable Resistor Assorted Kit 14 Value 280pcs Potentiometer,<a_3>,14,0.7142857142857143,other,23,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,157,connector_fitting,Yueton 100pcs Female Fully Insulated Wire Crimp Terminal Nylon Quick Connectors Wiring Spade,<a_121>,12,0.5,gauge_meter,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2430,connector_fitting,Yueton 100pcs Red 22/18- Gauge Nylon Male Fully-Insulated Quick Disconnects Wiring Spade Wire Crimp Terminal,<a_236>,84,0.7857142857142857,other,36,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,2649,other,Joe Knows Electronics 1/2W 86 Value 860 Piece Resistor Kit,<a_236>,84,0.7857142857142857,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
509,204,adhesive_epoxy,"Gorilla Super Glue, Two 3 Gram Tubes, Clear",Gorilla,6,8,9999,L12_present_leaf_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,1,1,1,1,181,gauge_meter,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_0>,20,0.8,adhesive_epoxy,5,9999,9999,L1_present_L2_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,1,0,1,0,280,ventilation_fan,WD-40 Multi-Use Product with SMART STRAW&nbsp;SPRAYS 2 WAYS 8 OZ,<a_48>,25,1.0,adhesive_epoxy,37,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,2557,tape,"Duck Brand 240866 MAX Strength Duct Tape, 1.88 Inches by 35 Yards, White, Single Roll",<a_165>,72,0.8194444444444444,adhesive_epoxy,25,25,9999,L1_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,1,570,other,Bissell 9595A CleanView Bagless Vacuum with OnePass,<a_165>,72,0.8194444444444444,adhesive_epoxy,39,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0
510,833,other,WallPeg 43 Pc. Peg Board Storage System - Pegboard Hook Assortment Organizer Bins Y/B # AM 302- 2,WallPeg,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1287,connector_fitting,Install Bay Copper Ring Terminal 2 Gauge 3/8 Inch 10 Pack - CUR238,<a_24>,20,0.55,fastener,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,596,connector_fitting,Install Bay Copper Ring Terminal 4 Gauge #516 25 Pack - CUR4516,<a_2>,19,0.8947368421052632,other,47,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,176,other,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,<a_42>,100,0.48,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1289,connector_fitting,Install Bay Copper Ring Terminal Connector 8 Gauge 1/4 Inch 25 Pack - CUR814,<a_42>,100,0.48,other,31,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0
511,2176,other,"FLIR E8: Compact Thermal Imaging Camera with 320 x 240 IR Resolution, MSX and Wi-Fi",FLIR,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,2601,other,"3-IN-ONE  100% Dry to Touch Dry Lube Drip Oil, 4 OZ",<a_96>,8,0.875,other,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0,1210,tape,"Sparco Sealing Tape Transparent Heavy Duty, 48mm x 50m, 6 Rolls (60041)",<a_152>,12,0.75,other,18,27,9999,L1_missing_top10,L12_present_leaf_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,1,3280,other,"Stanley Interlocking Anti-Fatigue Utility Mat &ndash; Edge (2-pack), 24-inch x 24-inch x 0.6-inch",<a_107>,66,0.5757575757575758,gauge_meter,35,9999,9999,L1_missing_top10,L1_present_L2_missing_top50,missing_top50,0,0,0,0,0,0,0,0,1,0,1084,gauge_meter,"3M Hookit Film Disc 375L, Aluminum Oxide, 5"" Diameter, P180 Grade  (Pack of 50)",<a_107>,66,0.5757575757575758,gauge_meter,9999,9999,9999,L1_missing_top10,L1_missing_top50,missing_top50,0,0,0,0,0,0,0,0,0,0
512,3112,3d_filament,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",3D Solutech,1,2,37,L12_present_leaf_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,1,1,1,1,2161,3d_filament,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,3d_filament,1,2,7,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1,1850,3d_filament,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",<a_58>,105,1.0,3d_filament,1,1,3,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223>,247,0.9271255060728745,3d_filament,1,1,4,exact_in_top10,exact_in_top50,rank4_5,0,0,1,1,1,1,1,1,1,1,2659,3d_filament,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_223>,247,0.9271255060728745,3d_filament,2,2,23,L12_present_leaf_missing_top10,exact_in_top50,rank21_50,0,0,0,0,0,1,1,1,1,1
513,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,1,1,2,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,3d_filament,1,1,5,exact_in_top10,exact_in_top50,rank4_5,0,0,1,1,1,1,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_58>,105,1.0,3d_filament,1,1,8,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223>,247,0.9271255060728745,3d_filament,1,1,3,exact_in_top10,exact_in_top50,rank2_3,0,1,1,1,1,1,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223>,247,0.9271255060728745,3d_filament,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1
514,3522,3d_filament,"3D Solutech Real Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - ST176BLPLA",3D,1,7,17,L12_present_leaf_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,1,1,1,2697,3d_filament,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,3d_filament,1,1,8,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_58>,105,1.0,3d_filament,1,1,8,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223>,247,0.9271255060728745,3d_filament,1,1,13,L12_present_leaf_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_223>,247,0.9271255060728745,3d_filament,1,1,7,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1
515,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,1,1,1,exact_in_top10,exact_in_top50,rank1,1,1,1,1,1,1,1,1,1,1,3453,3d_filament,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_168>,67,0.8059701492537313,3d_filament,1,6,19,L12_present_leaf_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,1,1,1,2909,3d_filament,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_58>,105,1.0,3d_filament,1,1,16,L12_present_leaf_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,1,1,1,2659,3d_filament,"3D Solutech Apple Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_223>,247,0.9271255060728745,3d_filament,1,1,10,exact_in_top10,exact_in_top50,rank6_10,0,0,0,1,1,1,1,1,1,1,3494,3d_filament,"3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_223>,247,0.9271255060728745,3d_filament,1,1,16,L12_present_leaf_missing_top10,exact_in_top50,rank11_20,0,0,0,0,1,1,1,1,1,1
