case_type,baseline,idx,family,item_id,target_title,target_sid_r693a,r693a_rank,v2_on_p05_rank,r693a_failure_type,r693a_top1_history_repeat,r693a_top10_repeat_count,r693a_top5_predictions,v2_on_p05_top5_predictions,r680a_rank,r680a_top5_predictions
gain_vs_v2,v2_on_p05,825,3d_filament,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_178><b_14><c_6>,8.0,,hit_at_10,1,2,"<a_73><b_218><c_123> :: ids=[1922] :: fam=other :: 5 Inch 1500 Grit High Performance Hook and Loop Wet / Dry Film Sanding Discs, 10 Pack
<a_197><b_173><c_161> :: ids=[84] :: fam=gauge_meter :: Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion
<a_193><b_130><c_174> :: ids=[926] :: fam=other :: Dap 00272 Original Contact Cement Qt Raw Building Material, Tan
<a_130><b_181><c_74> :: ids=[665] :: fam=other :: 608 ZZ Skateboard Bearings, Double Shielded, Silver (Pack of 8)
<a_235><b_8><c_1> :: ids=[3] :: fam=fastener :: Kreg SML-C125-500 1-1/4-Inch #8 Coarse Pocket Hole Screws with Washer-Head, 500-Pack","<a_185><b_5><c_88> :: ids=[1347] :: fam=other :: Woodstock D4160 110-Volt Paddle Switch
<a_164><b_128><c_97> :: ids=[2566] :: fam=other :: Uxcell NPN NO Capacitance Proximity Sensor Switch, DC 6V - 36V/300 mA, 1 mm -10 mm
<a_196><b_246><c_230> :: ids=[2363] :: fam=connector_fitting :: Gardner Bender GSW-69 Electrical Rotary Switch, SPST, ON-OFF, 6 A/125V AC, 6 inch Wire Terminal, Black Plastic
<a_196><b_231><c_194> :: ids=[3292] :: fam=other :: uxcell&reg; 5 Pcs AC 250V 3A SPST On/Off Self Locking Push Button Switch
<a_87><b_70><c_104> :: ids=[359] :: fam=fastener :: Kreg SK03 Pocket-Hole Screw Kit in 5 Sizes",,
gain_vs_v2,v2_on_p05,864,other,176,URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,<a_109><b_114><c_135>,9.0,,hit_at_10,1,2,"<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black
<a_35><b_170><c_107> :: ids=[218] :: fam=ventilation_fan :: Phresh Duct Silencer 8 in x 24 in
<a_193><b_49><c_201> :: ids=[1957] :: fam=adhesive_epoxy :: Devcon Epoxy Bathtub Repair Kit (Almond & White)
<a_35><b_85><c_71> :: ids=[2938] :: fam=ventilation_fan :: VenTech VT DUCT-6 VTD625 Aluminum Duct for Ventilation Ducting, 6''","<a_154><b_37><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_18><b_5><c_7> :: ids=[1957] :: fam=adhesive_epoxy :: Devcon Epoxy Bathtub Repair Kit (Almond & White)
<a_135><b_25><c_11> :: ids=[675] :: fam=adhesive_epoxy :: J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.
<a_209><b_169><c_44> :: ids=[338] :: fam=gauge_meter :: Etekcity Lasergrip 1080 Non-Contact Digital Laser Infrared Thermometer Temperature Gun -58~1022 (-50550), Yellow and Black
<a_18><b_39><c_198> :: ids=[926] :: fam=other :: Dap 00272 Original Contact Cement Qt Raw Building Material, Tan",,
gain_vs_v2,v2_on_p05,960,other,513,"Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply",<a_211><b_154><c_68>,10.0,47.0,hit_at_10,1,1,"<a_153><b_27><c_240> :: ids=[560] :: fam=test_strip :: Litmus pH Test Strips, Universal Application (pH 1-14), 2 Packs of 100 Strips
<a_81><b_167><c_6> :: ids=[148] :: fam=other :: Plastic Transfer Pipettes 3ml, Graduated, Pack of 100
<a_148><b_99><c_29> :: ids=[1956] :: fam=other :: Karter Scientific Glass Flask 5 Piece Set, Narrow Mouth Erlenmeyer, Borosilicate 3.3 Glass - 50ml, 150ml, 250ml, 500ml, 1L, 213B2
<a_81><b_169><c_254> :: ids=[232] :: fam=other :: Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)
<a_81><b_251><c_126> :: ids=[2254] :: fam=other :: Glass Erlenmeyer Flask Set - 3 Sizes - 50, 150 and 250ml, Karter Scientific 214U2","<a_92><b_115><c_7> :: ids=[560] :: fam=test_strip :: Litmus pH Test Strips, Universal Application (pH 1-14), 2 Packs of 100 Strips
<a_42><b_203><c_209> :: ids=[148] :: fam=other :: Plastic Transfer Pipettes 3ml, Graduated, Pack of 100
<a_154><b_37><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_139><b_85><c_100> :: ids=[2597] :: fam=other :: Karter Scientific 206D2 Plastic Petri Dishes, 60 mm x 15 mm, 3 Vents, Sterile (Pack of 10)
<a_139><b_85><c_6> :: ids=[2995] :: fam=other :: SEOH Petri Dish 100 x 15Mm Sterile, Vented, 25/Pk",,
gain_vs_v2,v2_on_p05,984,other,1820,Uxcell a14041800ux1143 25Pcs Double Sided Protoboard Prototyping Pcb Board 4cm x 6cm,<a_126><b_162><c_235>,4.0,26.0,hit_at_10,1,1,"<a_193><b_46><c_91> :: ids=[563] :: fam=3d_filament :: Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2
<a_126><b_141><c_197> :: ids=[2631] :: fam=other :: Addicore 1 Pack ATmega328P-PU DIP-28 Chip with Arduino Uno Bootloader and Addicore Pinout Sticker
<a_134><b_254><c_47> :: ids=[145] :: fam=other :: Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers with a Bag for Electronics Jewelry-Making Repairing
<a_126><b_162><c_235> :: ids=[1820] :: fam=other :: Uxcell a14041800ux1143 25Pcs Double Sided Protoboard Prototyping Pcb Board 4cm x 6cm
<a_109><b_17><c_3> :: ids=[1205] :: fam=other :: PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length","<a_222><b_2><c_41> :: ids=[1881] :: fam=other :: Phantom YoYo 170 Points Mini Breadboard for Arduino Proto Shield (6 PCS)
<a_222><b_159><c_251> :: ids=[3324] :: fam=other :: Aketek 3x Solderless BreadBoard, 400 tie-points, 4 power rails, 3.3 x 2.1 x 0.3in (84 x 54 x 9mm)
<a_222><b_159><c_135> :: ids=[2402] :: fam=other :: Elegoo EL-CP-003 3pcs MB-102 Breadboard 830 Point Solderless Prototype PCB Board Kit for Arduino Proto Shield Distribution Connecting Blocks
<a_123><b_164><c_115> :: ids=[2882] :: fam=other :: Elegoo HC-SR04 Ultrasonic Module Distance Sensor for Arduino UNO MEGA2560 Nano Robot XBee ZigBee, Set of 5
<a_222><b_21><c_237> :: ids=[285] :: fam=other :: Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs",,
gain_vs_v2,v2_on_p05,1032,3d_filament,3466,"3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY",<a_178><b_14><c_150>,10.0,16.0,hit_at_10,0,1,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_14><c_94> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_135> :: ids=[2993] :: fam=3d_filament :: 3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_75> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","<a_22><b_122><c_191> :: ids=[2909] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS
<a_112><b_122><c_79> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_213> :: ids=[3475] :: fam=3d_filament :: 3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_3> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_65><c_53> :: ids=[1850] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",,
gain_vs_v2,v2_on_p05,1046,3d_filament,3526,"Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, Green",<a_178><b_45><c_173>,6.0,,hit_at_10,1,1,"<a_193><b_228><c_165> :: ids=[2475] :: fam=other :: Gizmo Dorks 3D Print Removal Tool, 5-inch Blade
<a_178><b_45><c_132> :: ids=[1791] :: fam=3d_filament :: Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, Translucent Green
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_143><c_111> :: ids=[3558] :: fam=3d_filament :: Professional Black 1.75mm PLA 3D Printer Filament, 1kg (2.2lb) Filament Weight, 0.05mm Tolerance, by ProMolt 3D
<a_82><b_180><c_246> :: ids=[3154] :: fam=3d_filament :: TwoUp 3D Printer Kit 7"" x 7"" x 5"" Build Dimensions 50 Micron 1.75mm PLA Filament","<a_202><b_149><c_116> :: ids=[3267] :: fam=3d_filament :: Filabot TB1 Taulman BRIDGE Filament, 1.75 mm, White
<a_211><b_147><c_178> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_112><b_39><c_176> :: ids=[2419] :: fam=3d_filament :: HATCHBOX 3D ABS-1KG1.75-BLU ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue
<a_86><b_141><c_147> :: ids=[2752] :: fam=3d_filament :: Gizmo Dorks 3mm (2.85mm) ABS Filament 1kg / 2.2lb for 3D Printers, Gray
<a_112><b_141><c_213> :: ids=[1792] :: fam=3d_filament :: Gizmo Dorks 1.75mm PLA Filament 1kg / 2.2lb for 3D Printers, White",,
gain_vs_v2,v2_on_p05,1059,3d_filament,3114,Inland 1.75mm Purple PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_220><b_114><c_96>,9.0,17.0,hit_at_10,0,0,"<a_220><b_114><c_145> :: ids=[2932] :: fam=3d_filament :: Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_220><b_114><c_53> :: ids=[2734] :: fam=3d_filament :: Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_220><b_114><c_156> :: ids=[2934] :: fam=3d_filament :: Inland 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_212><b_17><c_91> :: ids=[2926] :: fam=3d_filament :: HICTOP 5 Pieces 3D Printer Extruder Hotend 1.75mm Nozzle Throat for Reprap Prusa I3","<a_22><b_35><c_222> :: ids=[3665] :: fam=3d_filament :: American 3D Supply PLA 3D Printer Filament, 1 kg Spool, 1.75 mm, Red
<a_33><b_35><c_241> :: ids=[2979] :: fam=3d_filament :: Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs)
<a_211><b_35><c_13> :: ids=[2703] :: fam=3d_filament :: eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black
<a_211><b_35><c_7> :: ids=[2157] :: fam=3d_filament :: eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue
<a_211><b_35><c_200> :: ids=[2893] :: fam=3d_filament :: eSUN 3D 1.75mm PETG White Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque White",,
gain_vs_v2,v2_on_p05,1100,gauge_meter,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,<a_197><b_173><c_161>,6.0,20.0,hit_at_10,1,1,"<a_171><b_41><c_133> :: ids=[39] :: fam=other :: Augbunny 100% Cotton 5- by 7-Inch Muslin Bags with Drawstring, 12-Pack
<a_171><b_161><c_0> :: ids=[7, 8] :: fam=other :: UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000) / UltraSource 192033 Hamburger Patty Paper, 5.5"" x 5.5"" (Pack of 1000)
<a_190><b_64><c_29> :: ids=[819] :: fam=3d_filament :: Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)
<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black","<a_154><b_37><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_248><b_109><c_145> :: ids=[42] :: fam=connector_fitting :: Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)
<a_246><b_72><c_138> :: ids=[125] :: fam=tape :: Gorilla 6100101 Tape Handy Roll, 1-Pack, Black
<a_242><b_21><c_109> :: ids=[588] :: fam=tape :: Scotch Electrical Tape, 3/4-Inch by 66-Foot
<a_153><b_129><c_24> :: ids=[340] :: fam=other :: Break-Free CLP-4 Cleaner Lubricant Preservative Squeeze Bottle (4 -Fluid Ounce)",,
gain_vs_v2,v2_on_p05,1103,gauge_meter,159,"Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black",<a_190><b_185><c_201>,2.0,12.0,hit_at_10,1,1,"<a_190><b_103><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_190><b_185><c_201> :: ids=[159] :: fam=gauge_meter :: Etekcity Lasergrip 774 Non-contact Digital Laser Infrared Thermometer Temperature Gun -58~ 716 (-50 ~ 380), Yellow and Black
<a_35><b_170><c_107> :: ids=[218] :: fam=ventilation_fan :: Phresh Duct Silencer 8 in x 24 in
<a_190><b_64><c_29> :: ids=[819] :: fam=3d_filament :: Inkbird ITC-1000 Dual Stage Digital Temperature Controller Fahrenheit  Celsius Thermostat with Sensor for 3D Printer,Freezer,Fridge,Hatching ect (12 Volt)
<a_190><b_185><c_237> :: ids=[769] :: fam=gauge_meter :: Nubee Temperature Gun Non-contact Digital Laser Infrared IR Thermometer","<a_154><b_37><c_0> :: ids=[181, 182] :: fam=gauge_meter :: AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator / AcuRite 00613 Humidity Monitor with Indoor Thermometer
<a_175><b_178><c_119> :: ids=[218] :: fam=ventilation_fan :: Phresh Duct Silencer 8 in x 24 in
<a_139><b_231><c_215> :: ids=[2323] :: fam=other :: 10 Pack - 20x150mm Pyrex Glass Test Tubes with Rubber Stoppers New
<a_139><b_85><c_6> :: ids=[2995] :: fam=other :: SEOH Petri Dish 100 x 15Mm Sterile, Vented, 25/Pk
<a_175><b_13><c_126> :: ids=[2938] :: fam=ventilation_fan :: VenTech VT DUCT-6 VTD625 Aluminum Duct for Ventilation Ducting, 6''",,
gain_vs_v2,v2_on_p05,1106,3d_filament,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK",<a_178><b_14><c_94>,2.0,27.0,hit_at_10,0,1,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_14><c_94> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_75> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_135> :: ids=[2993] :: fam=3d_filament :: 3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","<a_22><b_122><c_191> :: ids=[2909] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS
<a_112><b_65><c_53> :: ids=[1850] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red
<a_112><b_65><c_32> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_112><b_122><c_213> :: ids=[3475] :: fam=3d_filament :: 3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_79> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",,
gain_vs_v2,v2_on_p05,1109,3d_filament,3453,"3D Solutech Real Gold 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_178><b_14><c_253>,7.0,17.0,hit_at_10,1,4,"<a_178><b_14><c_6> :: ids=[2909, 3494] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS / 3D Solutech Real Yellow 3D Pr
<a_178><b_14><c_94> :: ids=[3112] :: fam=3d_filament :: 3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK
<a_178><b_14><c_135> :: ids=[2993] :: fam=3d_filament :: 3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_107> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_178><b_14><c_75> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)","<a_22><b_122><c_191> :: ids=[2909] :: fam=3d_filament :: 3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS
<a_112><b_122><c_79> :: ids=[2697] :: fam=3d_filament :: 3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_17> :: ids=[3494] :: fam=3d_filament :: 3D Solutech Real Yellow 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_3> :: ids=[2161] :: fam=3d_filament :: 3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)
<a_112><b_122><c_213> :: ids=[3475] :: fam=3d_filament :: 3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",,
gain_vs_v2,v2_on_p05,1115,gauge_meter,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_190><b_103><c_0>,6.0,28.0,hit_at_10,1,2,"<a_77><b_45><c_0> :: ids=[139, 774] :: fam=other :: DuPont Teflon Non-Stick / DuPont Teflon Non-Stick
<a_168><b_85><c_176> :: ids=[140] :: fam=other :: DuPont Teflon Silicone Lubricant
<a_109><b_114><c_135> :: ids=[176] :: fam=other :: URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size
<a_109><b_35><c_254> :: ids=[568] :: fam=tape :: Strenco 1"" Self Adhesive Black Hook and Loop 5 yards Sticky Back Tape Fastener 15 feet - Light Weight
<a_40><b_18><c_9> :: ids=[521] :: fam=connector_fitting :: Gardner Bender 19-001 WireGard Screw-On Wire Connectors, 22-16 AWG, Electrical Wire Nut, 14 pk, Grey","<a_73><b_243><c_92> :: ids=[140] :: fam=other :: DuPont Teflon Silicone Lubricant
<a_43><b_126><c_0> :: ids=[139, 774] :: fam=other :: DuPont Teflon Non-Stick / DuPont Teflon Non-Stick
<a_73><b_87><c_9> :: ids=[753] :: fam=other :: PVC (Polyvinyl Chloride) Sheet, Opaque White, Standard Tolerance, UL 94/ASTM D1784, 1/4"" Thickness, 12"" Width, 12"" Length
<a_73><b_59><c_113> :: ids=[287] :: fam=other :: KYDEX V Sheet - 0.028"" Thick, Black, 12&rdquo;x12&rdquo; Nominal
<a_74><b_171><c_174> :: ids=[2838] :: fam=other :: Private Property No Trespassing Sign 9 x 12 Inch - 4 Pack",,
gain_vs_v2,v2_on_p05,1148,3d_filament,2714,NinjaFlex TPU 3D Printing Filament - 1.75mm .50kg - SAPPHIRE,<a_178><b_150><c_186>,7.0,,hit_at_10,0,0,"<a_178><b_165><c_148> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_178><b_150><c_117> :: ids=[2544] :: fam=3d_filament :: SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm
<a_178><b_154><c_135> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_178><b_230><c_5> :: ids=[3016] :: fam=3d_filament :: HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood
<a_178><b_252><c_162> :: ids=[1847] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White","<a_112><b_65><c_53> :: ids=[1850] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red
<a_112><b_65><c_32> :: ids=[2507] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver
<a_112><b_65><c_58> :: ids=[50] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue
<a_112><b_65><c_164> :: ids=[1851] :: fam=3d_filament :: HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Yellow
<a_226><b_249><c_42> :: ids=[2204] :: fam=3d_filament :: Proto-pasta CFP11705 The Original Carbon Fiber Spool , PLA 1.75 mm, 500 g , Black",,
