row_id,user_id,item_id,item_title,brand,history_len,train_item_events,main_l3_020_sid,main_l3_020_rank,main_l3_020_hit10,main_l3_020_ndcg10,main_l3_020_l1_rank,main_l3_020_l12_rank,main_l3_020_l1_hit1,main_l3_020_l12_hit10,main_l3_020_top1,main_l3_020_top1_title,main_l3_020_top1_in_history,main_l3_020_same_l1_hist_count,main_l3_020_same_l12_hist_count,main_l3_020_l1_bucket_size,main_l3_020_l12_bucket_size,main_l3_020_l1_train_events,main_l3_020_l12_train_events,main_l3_020_sid_train_events,l3_010_sid,l3_010_rank,l3_010_hit10,l3_010_ndcg10,l3_010_l1_rank,l3_010_l12_rank,l3_010_l1_hit1,l3_010_l12_hit10,l3_010_top1,l3_010_top1_title,l3_010_top1_in_history,l3_010_same_l1_hist_count,l3_010_same_l12_hist_count,l3_010_l1_bucket_size,l3_010_l12_bucket_size,l3_010_l1_train_events,l3_010_l12_train_events,l3_010_sid_train_events,ndcg10_delta_l3_minus_main,hit10_transition
46,A6290,3502,"3M Littmann Cardiology IV Diagnostic Stethoscope, Standard-Finish Chestpiece, Burgundy Tube, Stainless Stem and Headset, 27 inch, 6153",3M Littmann,4,7,<a_67><b_216><c_95>,999,0,0.0,999,999,0,0,<a_50><b_58><c_153>,"Premiere 9411 Disposable Scalpels with #11 High-Carbon Steel Blades, Plastic Handle, Steri",0,0,0,35,4,1376,167,7,<a_254><b_17><c_0>,999,0,0.0,999,999,0,0,<a_19><b_24><c_186>,Loctite Ultra Gel Control Super Glue 4-Gram (1363589),0,0,0,49,4,2090,167,7,0.0,0->0
47,A6386,3337,"Vastar ESD Anti-Static Wrist Strap Components, Blue",Vastar,9,4,<a_171><b_213><c_40>,999,0,0.0,999,999,0,0,<a_145><b_175><c_74>,100x 1N4007 Diode 1A 1000V Rectifier Diodes Arduino Motor Snubber Flyback,0,0,0,28,3,1038,59,4,<a_16><b_2><c_237>,999,0,0.0,999,999,0,0,<a_175><b_119><c_206>,DTOL 10 X Mini Laser Dot Diode Module Head WL Red 650nm 6mm 5V 5mW Pack of 10,0,0,0,59,3,1617,59,4,0.0,0->0
48,A7485,2697,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,1,73,<a_222><b_68><c_4>,3,1,0.5,1,1,1,1,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,1,1,159,23,10557,895,73,<a_184><b_137><c_243>,6,1,0.3562071871080222,1,1,1,1,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,1,1,210,24,12329,846,73,-0.14379281289197782,1->1
49,A7485,3475,"3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,2,30,<a_222><b_68><c_112>,23,0,0.0,1,1,1,1,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,2,2,159,23,10557,895,30,<a_184><b_137><c_37>,4,1,0.43067655807339306,1,1,1,1,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,2,2,210,24,12329,846,30,0.43067655807339306,0->1
50,A7485,2909,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",3D Solutech,3,155,<a_222><b_68><c_238>,2,1,0.6309297535714575,1,1,1,1,<a_222><b_68><c_71>,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0",0,3,3,159,23,10557,895,155,<a_184><b_137><c_8>,1,1,1.0,1,1,1,1,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,3,3,210,24,12329,846,155,0.36907024642854247,1->1
51,A7485,3468,"3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,4,10,<a_186><b_142><c_191>,43,0,0.0,29,43,0,0,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",1,0,0,113,2,3331,38,10,<a_251><b_226><c_2>,999,0,0.0,15,26,0,0,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",1,0,0,69,2,2987,38,10,0.0,0->0
52,A884,402,"Metabo Slicer Cut Off Wheel 6"" X .040"" Box 50",Metabo,7,25,<a_122><b_202><c_73>,999,0,0.0,10,999,0,0,<a_0><b_231><c_172>,uxcell 2 Pcs K Type 500C Wire Lead Measuring Thermocouple Sensor 1M 3.3Ft,0,1,0,72,1,3918,25,25,<a_71><b_116><c_194>,999,0,0.0,27,999,0,0,<a_245><b_249><c_150>,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers wit",0,1,0,125,1,5886,25,25,0.0,0->0
53,A2287,383,"EnviroCare Replacement Vacuum Bags for Panasonic Types U, U-3, U-6-9 Pack",EnviroCare,2,37,<a_83><b_57><c_26>,999,0,0.0,999,999,0,0,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",0,0,0,81,1,2862,37,37,<a_125><b_16><c_58>,999,0,0.0,999,999,0,0,<a_167><b_164><c_28>,Dorman Hardware 4-9833 Peggable Screwdriver Holder,0,0,0,62,1,2319,37,37,0.0,0->0
54,A2287,2899,"Dynatex 49582 Industrial Copper Anti-Seize and Lubricating Compound Paste, 8 oz Brush Top Bottle, Dark Copper",Dynatex,3,7,<a_6><b_142><c_132>,999,0,0.0,999,999,0,0,<a_241><b_248><c_233>,Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels,0,0,0,55,1,2965,7,7,<a_173><b_168><c_70>,999,0,0.0,38,999,0,0,<a_71><b_147><c_122>,"DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor",0,0,0,76,1,3522,7,7,0.0,0->0
55,A2976,506,"Stainless 1/4-20 Hex Nuts, USS Coarse Thread, 304 Stainless Steel, 100 pieces (1/4 Hex Nuts)","Chenango Supply Co., Inc.",4,25,<a_182><b_64><c_46>,999,0,0.0,40,999,0,0,<a_225><b_100><c_237>,"Cold Rolled Steel A513 Drawn Over Mandrel Round Tubing, ASTM A513, 1-1/4"" OD, 1.01"" ID, 0.",1,0,0,134,3,4252,136,25,<a_224><b_199><c_94>,999,0,0.0,14,999,0,0,<a_253><b_98><c_135>,"Cold Rolled Steel A513 Drawn Over Mandrel Round Tubing, ASTM A513, 1-1/4"" OD, 1.01"" ID, 0.",1,0,0,150,1,5503,25,25,0.0,0->0
56,A2976,507,"Stainless Flat Washers 1/4 Inch, 304 Stainless Steel, 100 pieces (1/4 Flat Washer) by ""Chenango Supply Co., Inc.","Chenango Supply Co., Inc.",5,14,<a_182><b_48><c_198>,4,1,0.43067655807339306,3,4,0,1,<a_225><b_100><c_237>,"Cold Rolled Steel A513 Drawn Over Mandrel Round Tubing, ASTM A513, 1-1/4"" OD, 1.01"" ID, 0.",1,1,0,134,6,4252,118,14,<a_224><b_154><c_201>,1,1,1.0,1,1,1,1,<a_224><b_154><c_201>,"Stainless Flat Washers 1/4 Inch, 304 Stainless Steel, 100 pieces (1/4 Flat Washer) by ""Che",0,1,0,150,4,5503,86,14,0.5693234419266069,1->1
57,A4203,1346,"Aluminum Tape/Aluminum Foil Tape - 1.9 inch x 150 feet (3.4 mil) - Good for HVAC, Ducts, Insulation and More",Impresa Products,7,2,<a_192><b_144><c_238>,999,0,0.0,1,999,1,0,<a_192><b_185><c_31>,"3M Scotch Duct Tape,  1.88-Inch by 60-Yard - White, 1 Pack",0,4,0,100,2,5003,11,2,<a_42><b_206><c_175>,999,0,0.0,1,999,1,0,<a_42><b_28><c_82>,"3M 3920-BK Duct Tape Black, 1.88 Inches by 20 Yards",0,4,0,136,5,8406,238,2,0.0,0->0
58,A559,1758,Signswise 200x200mm 12V 220W Silicone Rubber Heating Heater for 3D Printer Heated Beds,Signswise,10,4,<a_161><b_111><c_47>,999,0,0.0,999,999,0,0,<a_186><b_227><c_180>,"[3D CAM] 5 PCS DRV8825 StepStick Stepper Motor Drivers for 3D Printer Electronics, CNC Mac",0,1,0,73,2,2353,19,4,<a_118><b_68><c_217>,999,0,0.0,4,999,0,0,<a_152><b_35><c_84>,Mercurry 10 Meters GT2 timing belt width 6mm Fit for RepRap Mendel Rostock Prusa GT2-6mm B,0,2,0,30,2,1172,19,4,0.0,0->0
59,A2104,2512,Extech TG20 Wire Tracer and Tone Generator,Extech,5,62,<a_239><b_110><c_78>,999,0,0.0,999,999,0,0,<a_150><b_83><c_15>,"Gorilla Tape, Black Tough & Wide Duct Tape, 2.88"" x 30 yd, Black, (Pack of 1)",1,0,0,72,1,3416,62,62,<a_0><b_88><c_155>,999,0,0.0,999,999,0,0,<a_115><b_88><c_89>,"Camco 4ft TastePURE Drinking Water Hose - Lead and BPA Free, Reinforced for Maximum Kink R",1,0,0,66,1,2275,62,62,0.0,0->0
60,A2915,130,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",Gorilla,4,397,<a_150><b_83><c_9>,999,0,0.0,43,43,0,0,<a_182><b_32><c_126>,M3 x 6mm Alloy Steel Hex Bolt Socket Head Cap Screws Black 100 Pcs,0,0,0,65,5,4849,786,397,<a_42><b_40><c_166>,2,1,0.6309297535714575,2,2,0,1,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",0,1,0,136,7,8406,1116,397,0.6309297535714575,0->1
61,A3266,444,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",HATCHBOX,6,399,<a_222><b_109><c_176>,21,0,0.0,3,3,0,1,<a_85><b_236><c_157>,"eSUN 3D Printer CLEANING Filament 1.75mm Natural 0.1kg for all 1.75mm FDM 3D Printers, 1.7",1,2,1,159,24,10557,2870,399,<a_184><b_252><c_23>,14,0,0.0,2,11,0,0,<a_251><b_236><c_192>,2 Meters PTFE Teflon Bowden Tube 1.75 Filament 3D printer RepRap Rostock Kossel,0,3,1,210,21,12329,2376,399,0.0,0->0
62,A4554,1031,ABN Adhesive Sticky Back 80-Grit Sandpaper Roll 2-3/4&rdquo; Inch x 20 Yards Aluminum Oxide Golden Yellow Longboard Dura PSA,ABN,5,46,<a_51><b_118><c_118>,999,0,0.0,7,999,0,0,<a_122><b_130><c_86>,"Neiko 11108A 4.5&rdquo; x 7/8-Inch Aluminum Oxide Flap Disc, 80 Grit | Flat Type #27 | 10-",1,1,0,116,1,4839,46,46,<a_251><b_238><c_232>,999,0,0.0,999,999,0,0,<a_85><b_86><c_226>,Steelex D2608 3-Inch 150-Pound Swivel Double Lock Polyurethane Plate Caster,0,0,0,69,1,2987,46,46,0.0,0->0
63,A4765,895,Grizzly G8748 Hand Tapping Machine,Grizzly,7,10,<a_248><b_241><c_237>,999,0,0.0,999,999,0,0,<a_165><b_52><c_218>,Eye-Vac EVPRO Tuxedo Black Touchless Stationary Vacuum &ndash; 1400 Watts Professional Vac,1,0,0,33,1,958,10,10,<a_71><b_3><c_193>,999,0,0.0,999,999,0,0,<a_196><b_137><c_216>,Eye-Vac EVPRO Tuxedo Black Touchless Stationary Vacuum &ndash; 1400 Watts Professional Vac,1,0,0,125,1,5886,10,10,0.0,0->0
64,A4912,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,2,2351,<a_31><b_221><c_0>,1,1,1.0,1,1,1,1,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",0,0,0,61,2,7390,3869,3869,<a_59><b_52><c_0>,3,1,0.5,2,3,0,1,<a_20><b_71><c_174>,"Rubbermaid Professional Plus Heavy-Duty Spray Bottle,32 fl OZ (946ml), (FG6C13PR06)",1,0,0,80,2,8035,3869,3869,-0.5,1->1
65,A4912,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,3,2351,<a_31><b_221><c_0>,1,1,1.0,1,1,1,1,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,1,1,61,2,7390,3869,3869,<a_59><b_52><c_0>,1,1,1.0,1,1,1,1,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,1,1,80,2,8035,3869,3869,0.0,1->1
66,A4912,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,4,1518,<a_31><b_221><c_0>,1,1,1.0,1,1,1,1,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,2,2,61,2,7390,3869,3869,<a_59><b_52><c_0>,1,1,1.0,1,1,1,1,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,2,2,80,2,8035,3869,3869,0.0,1->1
67,A5327,2703,"eSUN 3D 1.75mm PETG Black Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque Black",eSUN,5,89,<a_85><b_161><c_13>,999,0,0.0,47,999,0,0,<a_186><b_61><c_65>,JOYSA 5PCS 0.4mm Drill Bits for 3D MakerBot Printer Nozzle Cleaning Kit BY JOYSA US Regist,1,0,0,71,7,2770,452,89,<a_184><b_236><c_95>,999,0,0.0,15,999,0,0,<a_245><b_249><c_150>,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers wit",0,0,0,210,7,12329,452,89,0.0,0->0
68,A5833,2106,"Noga NG8150 Heavy Duty Deburr Tool, with 10 S10 blades",Noga,7,10,<a_248><b_93><c_254>,999,0,0.0,999,999,0,0,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,0,0,33,1,958,10,10,<a_71><b_131><c_125>,999,0,0.0,999,999,0,0,<a_118><b_0><c_50>,PTFE Teflon Bowden Tube for 1.75 Filament (2.0mm ID/4.0mm OD) &ndash; WhiteConnector Tubin,0,0,0,125,1,5886,10,10,0.0,0->0
69,A6217,1128,Loctite Heavy Duty Epoxy Quick Set 8-Fluid Ounce Bottle (1365736),Loctite,1,51,<a_89><b_176><c_5>,999,0,0.0,999,999,0,0,<a_222><b_157><c_189>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, B",0,0,0,75,3,2986,86,51,<a_19><b_77><c_114>,999,0,0.0,999,999,0,0,<a_184><b_67><c_38>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, R",0,0,0,92,3,5739,86,51,0.0,0->0
70,A861,1271,"Tape-Me Duct Tape Silver, 1.88 in x 55 yd (Pack of 3)",Tape-Me,4,2,<a_192><b_36><c_117>,999,0,0.0,46,46,0,0,<a_241><b_248><c_233>,Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels,1,0,0,100,5,5003,206,2,<a_42><b_120><c_227>,999,0,0.0,21,999,0,0,<a_20><b_239><c_209>,Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels,1,0,0,136,2,8406,31,2,0.0,0->0
71,A1646,1432,"Sashco Pre-Caulking Filler Rope Backer Rod Roll, 100' Length x 3/8"" Width, Grey",Sashco,10,100,<a_210><b_77><c_98>,999,0,0.0,999,999,0,0,<a_51><b_147><c_85>,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers wit",0,0,0,78,1,4508,100,100,<a_57><b_191><c_70>,999,0,0.0,999,999,0,0,<a_245><b_249><c_150>,"Marrywindix 6pcs ESD Precision Anti-Static Tweezers, Tweezers Stainless Steel Tweezers wit",0,0,0,87,2,3446,129,100,0.0,0->0
72,A2206,1385,ARM & HAMMER Spinbrush Classic Clean Battery Toothbrush,Spinbrush,4,42,<a_242><b_75><c_3>,999,0,0.0,999,999,0,0,<a_210><b_10><c_25>,"FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Str",1,0,0,47,1,1704,42,42,<a_140><b_50><c_212>,999,0,0.0,999,999,0,0,<a_42><b_31><c_38>,"FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Str",1,0,0,32,1,1273,42,42,0.0,0->0
73,A2206,1385,ARM & HAMMER Spinbrush Classic Clean Battery Toothbrush,Spinbrush,5,42,<a_242><b_75><c_3>,3,1,0.5,3,3,0,1,<a_210><b_10><c_25>,"FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Str",1,1,1,47,1,1704,42,42,<a_140><b_50><c_212>,1,1,1.0,1,1,1,1,<a_140><b_50><c_212>,ARM & HAMMER Spinbrush Classic Clean Battery Toothbrush,1,1,1,32,1,1273,42,42,0.5,1->1
74,A2407,3135,"Industrial & Scientific"" />","Sterling Seal & Supply, Inc. (STCC)",5,8,<a_50><b_110><c_242>,999,0,0.0,28,999,0,0,<a_85><b_52><c_252>,2.0 mm ID PTFE Teflon Tube for 1.75 mm Filament RepRap-DIY 3D Printer Parts - 4.5' Piece,0,0,0,73,4,3854,270,8,<a_134><b_79><c_17>,999,0,0.0,999,999,0,0,<a_246><b_110><c_0>,"BuildTak 3D Printing Build Surface, 4.5"" x 4.5"" Square, Black (Pack of 3)",0,0,0,27,1,1920,8,8,0.0,0->0
75,A2577,962,Yobett Large Plastic 100ml Syringe +120cm (47in) handy plastic tubing,YOBETT,8,43,<a_172><b_162><c_2>,999,0,0.0,999,999,0,0,<a_78><b_4><c_106>,"Dixon BCN100 Brass Fitting, Hex Nipple, 1"" NPT Male",1,0,0,47,2,2507,70,43,<a_20><b_20><c_2>,999,0,0.0,999,999,0,0,<a_31><b_8><c_217>,"Dixon BCN100 Brass Fitting, Hex Nipple, 1"" NPT Male",1,0,0,92,4,4926,82,43,0.0,0->0
76,A2656,1114,2 Needle Tip Bottle Liquid Flux Dispenser Oil Solvent Applicator Dropper 0.7 Oz,1st Choice,10,24,<a_177><b_247><c_175>,999,0,0.0,999,999,0,0,<a_254><b_197><c_7>,"Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1",0,0,0,48,1,1823,24,24,<a_20><b_134><c_44>,999,0,0.0,28,999,0,0,<a_85><b_51><c_34>,4 Pack Caster Wheels Swivel Plate Stem Brake Casters On Red Polyurethane Wheels (4 inch wi,0,0,0,92,1,4926,24,24,0.0,0->0
77,A3198,3466,"3D Solutech Real Red 3D Printer PLA Filament 1.75MM, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - RA-I00I-DQUY",3D Solutech,5,53,<a_222><b_68><c_15>,35,0,0.0,1,7,1,1,<a_222><b_157><c_189>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, B",0,2,1,159,23,10557,895,53,<a_184><b_137><c_14>,999,0,0.0,1,4,1,1,<a_184><b_67><c_38>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, R",0,2,1,210,24,12329,846,53,0.0,0->0
78,A3198,2697,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3D Solutech,6,73,<a_222><b_68><c_4>,6,1,0.3562071871080222,1,1,1,1,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,3,2,159,23,10557,895,73,<a_184><b_137><c_243>,10,1,0.2890648263178879,1,1,1,1,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,3,2,210,24,12329,846,73,-0.0671423607901343,1->1
79,A3198,3016,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",HATCHBOX,7,199,<a_222><b_91><c_38>,26,0,0.0,1,26,1,0,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,4,0,159,1,10557,199,199,<a_184><b_67><c_16>,11,0,0.0,1,2,1,1,<a_184><b_137><c_8>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,4,1,210,27,12329,3387,199,0.0,0->0
80,A3198,2640,Uxcell a13052700ux0257 6mm to 8mm CNC Stepper Motor Shaft Coupling Coupler for Encoder,uxcell,8,43,<a_173><b_42><c_60>,999,0,0.0,999,999,0,0,<a_222><b_68><c_238>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/-",0,1,0,56,1,2129,43,43,<a_16><b_33><c_10>,999,0,0.0,999,999,0,0,<a_184><b_67><c_38>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, R",0,1,1,59,3,1617,63,43,0.0,0->0
81,A3617,332,DEWALT DW4523 4-1/2-Inch by 1/4-Inch by 5/8-Inch General Purpose Metal Grinding Wheel,DEWALT,5,198,<a_122><b_197><c_166>,999,0,0.0,6,999,0,0,<a_225><b_255><c_185>,"Cast Acrylic Sheet, Clear, 12"" x 12"" x 0.118"" Size",0,1,0,72,3,3918,242,198,<a_71><b_75><c_250>,999,0,0.0,25,999,0,0,<a_226><b_229><c_177>,"Sparco Sealing Tape Transparent Heavy Duty, 48mm x 50m, 6 Rolls (60041)",0,1,0,125,1,5886,198,198,0.0,0->0
82,A4909,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,1,2351,<a_31><b_221><c_0>,1,1,1.0,1,1,1,1,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",0,1,0,61,2,7390,3869,3869,<a_59><b_52><c_0>,1,1,1.0,1,1,1,1,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",0,1,0,80,2,8035,3869,3869,0.0,1->1
83,A4909,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,2,2351,<a_31><b_221><c_0>,1,1,1.0,1,1,1,1,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,2,1,61,2,7390,3869,3869,<a_59><b_52><c_0>,1,1,1.0,1,1,1,1,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,2,1,80,2,8035,3869,3869,0.0,1->1
84,A4909,959,"American Weigh Scales Calibration Weight Kit WGHTKIT, Class M2",American Weigh,3,191,<a_91><b_67><c_161>,999,0,0.0,18,999,0,0,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,0,0,49,1,2523,191,191,<a_254><b_55><c_59>,47,0,0.0,10,10,0,1,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,0,0,49,3,2090,407,191,0.0,0->0
85,A4909,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,4,1518,<a_31><b_221><c_0>,1,1,1.0,1,1,1,1,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,3,2,61,2,7390,3869,3869,<a_59><b_52><c_0>,1,1,1.0,1,1,1,1,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,3,2,80,2,8035,3869,3869,0.0,1->1
86,A4910,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,2,2351,<a_31><b_221><c_0>,3,1,0.5,3,3,0,1,<a_247><b_8><c_2>,O-Cedar Multi-Use Scrunge Scrub Sponge (Pack of 6),1,0,0,61,2,7390,3869,3869,<a_59><b_52><c_0>,8,1,0.31546487678572877,8,8,0,1,<a_42><b_40><c_166>,"Gorilla Tape, Black Duct Tape, 1.88"" x 35 yd, Black, (Pack of 1)",0,0,0,80,2,8035,3869,3869,-0.18453512321427123,1->1
87,A4910,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,3,2351,<a_31><b_221><c_0>,1,1,1.0,1,1,1,1,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,1,1,61,2,7390,3869,3869,<a_59><b_52><c_0>,1,1,1.0,1,1,1,1,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,1,1,80,2,8035,3869,3869,0.0,1->1
88,A4910,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,4,1518,<a_31><b_221><c_0>,1,1,1.0,1,1,1,1,<a_31><b_221><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,2,2,61,2,7390,3869,3869,<a_59><b_52><c_0>,1,1,1.0,1,1,1,1,<a_59><b_52><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Ga (+1)",1,2,2,80,2,8035,3869,3869,0.0,1->1
89,A4911,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",AcuRite,2,2351,<a_31><b_221><c_0>,2,1,0.6309297535714575,2,2,0,1,<a_10><b_152><c_100>,"Keeper (07512) Koastal 12' x 1-1/2"" Lashing Strap with Protective Cover, (Pack of 2)",1,0,0,61,2,7390,3869,3869,<a_59><b_52><c_0>,9,1,0.3010299956639812,9,9,0,1,<a_13><b_242><c_200>,NRS 1-Inch Heavy-Duty Tie-Down Strap,0,0,0,80,2,8035,3869,3869,-0.32989975790747633,1->1
