idx,user_id,item_id,item_title,family,brand,target_sid,target_l1,target_l2,target_l1_bucket_size,target_l2_bucket_size,target_l1_family_purity,target_l2_family_purity,target_l1_dominant_family,target_l2_dominant_family,history_len,target_l1_in_history,target_l2_in_history,rank,rank_found,hit1,hit3,hit5,hit10,hit20,hit50,ndcg10,ndcg50,top1_sid,top1_item_repr,top1_item_titles,top1_families,top1_brands,top1_same_l1,top1_same_l2,top1_same_family,top1_same_brand,top1_history_repeat,top10_history_repeat_count,top50_history_repeat_count,top10_has_target_l1,top10_has_target_l2,top50_has_target_l1,top50_has_target_l2,failure_type_at10,top5_predictions
365,A6998,2058,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gray",3d_filament,HATCHBOX,<a_223><b_198><c_34>,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,3d_filament,3d_filament,5,1,1,999,0,0,0,0,0,0,0,0.0,0.0,<a_73><b_110><c_3>,1824,DTOL 10 X Mini Laser Dot Diode Module Head WL Red 650nm 6mm 5V 5mW Pack of 10,other,DTOL,0,0,0,0,0,0,3,1,1,1,1,leaf_or_ranking_miss_after_l2_hit,<a_73><b_110><c_3> || <a_223><b_198><c_230> || <a_223><b_198><c_114> || <a_223><b_86><c_176> || <a_223><b_198><c_182>
366,A240,178,"Neiko 10194A Titanium Step Drill Bit, High Speed Steel | 1/4"" to 1-3/8"" | Total 10 Step Sizes",other,Neiko,<a_224><b_17><c_207>,<a_224>,<a_224><b_17>,191,3,0.7329842931937173,1.0,fastener,other,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_73><b_231><c_56>,734,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",other,microtivity,0,0,1,0,0,1,2,0,0,0,0,l1_routing_miss,<a_73><b_231><c_56> || <a_107><b_93><c_0> || <a_228><b_158><c_82> || <a_94><b_166><c_155> || <a_236><b_106><c_37>
367,A976,1466,Seek Thermal Compact Imager for iOS-Apple,other,Seek Thermal,<a_36><b_64><c_122>,<a_36>,<a_36><b_64>,54,1,0.5555555555555556,1.0,other,other,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_67><b_114><c_92>,1327,Circuit-Test 22AWG Solid Hook Up Wire Kit - 6 x 25 Foot Rolls - Assorted Colors (10-HS22K6-25),other,Circuit-Test,0,0,1,0,1,3,4,0,0,0,0,l1_routing_miss,<a_67><b_114><c_92> || <a_99><b_151><c_211> || <a_224><b_77><c_43> || <a_165><b_107><c_20> || <a_67><b_179><c_92>
368,A3020,57,"Gorilla 2 Part Epoxy, 5 Minute Set, .85 ounce Syringe, Clear",adhesive_epoxy,Gorilla,<a_165><b_247><c_68>,<a_165>,<a_165><b_247>,72,1,0.8055555555555556,1.0,adhesive_epoxy,adhesive_epoxy,4,0,0,29,1,0,0,0,0,0,1,0.0,0.2037950470905062,<a_228><b_44><c_48>,1417,Learn To Brew LLC Food Grade Vinyl Tubing - 10 feet 5/16 ID - 7/16 OD,other,Learn To Brew LLC,0,0,0,0,1,3,3,1,0,1,1,l2_routing_miss_after_l1_hit,<a_228><b_44><c_48> || <a_228><b_158><c_82> || <a_228><b_114><c_83> || <a_244><b_243><c_119> || <a_71><b_201><c_34>
369,A3952,2470,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 3.00 mm, Black",3d_filament,HATCHBOX,<a_223><b_198><c_92>,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,3d_filament,3d_filament,4,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_80><c_3>,3112,"3D Solutech Real Black 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175RBLK || 3D Solutech Printer Filament, Real Blue PLA, 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 1.1 LBS (0.5KG)",3d_filament,3D Solutech,1,0,1,0,0,0,1,1,0,1,1,l2_routing_miss_after_l1_hit,<a_223><b_80><c_3> || <a_223><b_206><c_84> || <a_223><b_80><c_0> || <a_223><b_80><c_84> || <a_223><b_80><c_101>
370,A3952,3405,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",3d_filament,HATCHBOX,<a_223><b_72><c_209>,<a_223>,<a_223><b_72>,247,10,0.9676113360323887,1.0,3d_filament,3d_filament,5,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_198><c_230>,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",3d_filament,HATCHBOX,1,0,1,1,0,0,2,1,0,1,0,l2_routing_miss_after_l1_hit,<a_223><b_198><c_230> || <a_223><b_198><c_36> || <a_223><b_80><c_3> || <a_223><b_198><c_114> || <a_223><b_80><c_0>
371,A4438,1481,Install Bay CCL1614 Crimp Cap Nylon Connector 16/14 Gauge Long Neck -100-Pack,connector_fitting,Install Bay,<a_67><b_133><c_141>,<a_67>,<a_67><b_133>,119,3,0.5714285714285714,1.0,connector_fitting,connector_fitting,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_202><b_198><c_218>,950,"X-Treme Tape TPE-XZLCLR Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Clear",tape,X-Treme Tape,0,0,0,0,0,2,4,0,0,1,0,l1_routing_miss,<a_202><b_198><c_218> || <a_202><b_198><c_182> || <a_206><b_72><c_172> || <a_244><b_136><c_142> || <a_107><b_90><c_50>
372,A317,1171,"Drill America DWTSMT15X1.5 HSS Metric Tap, Special Size, M15 x 1.5",other,Drill America,<a_224><b_109><c_0>,<a_224>,<a_224><b_109>,191,2,0.7329842931937173,1.0,fastener,other,10,0,0,49,1,0,0,0,0,0,1,0.0,0.17718382013555792,<a_15><b_206><c_230>,54,"Industrial & Scientific"" />",metadata_placeholder,Dykem,0,0,0,0,0,3,5,1,0,1,1,l2_routing_miss_after_l1_hit,<a_15><b_206><c_230> || <a_104><b_60><c_152> || <a_15><b_155><c_49> || <a_193><b_19><c_131> || <a_224><b_17><c_207>
373,A317,21,"Swordfish 32051 Brass Plated Wood Screw Assortment, 500 Piece",fastener,Swordfish,<a_224><b_128><c_119>,<a_224>,<a_224><b_128>,191,1,0.7329842931937173,1.0,fastener,fastener,10,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_224><b_109><c_0>,1171,"Drill America DWTSMT15X1.5 HSS Metric Tap, Special Size, M15 x 1.5",other,Drill America,1,0,0,0,1,3,4,1,0,1,0,l2_routing_miss_after_l1_hit,<a_224><b_109><c_0> || <a_224><b_188><c_21> || <a_193><b_19><c_131> || <a_224><b_114><c_148> || <a_173><b_93><c_124>
374,A614,839,CB 7101S1 72-Pieces Blank Microscope Slides & 100-Pieces Square Cover Glass,other,CB,<a_14><b_75><c_236>,<a_14>,<a_14><b_75>,39,1,0.7692307692307693,1.0,other,other,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_73><b_231><c_56>,734,"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",other,microtivity,0,0,1,0,0,2,3,0,0,0,0,l1_routing_miss,<a_73><b_231><c_56> || <a_228><b_45><c_149> || <a_236><b_116><c_203> || <a_30><b_191><c_20> || <a_23><b_245><c_211>
375,A614,1657,AmScope 25pc Assorted Specimen Collection of Prepared Microscope Slides Glass Slide with Storage Case,other,AmScope,<a_206><b_99><c_1>,<a_206>,<a_206><b_99>,60,2,0.5,1.0,other,other,6,0,0,4,1,0,0,1,1,1,1,0.43067655807339306,0.43067655807339306,<a_14><b_246><c_237>,1711,"Heathrow Scientific HD15994G Black Cork Lined 100 Place Microscope Slide Box, 8.25"" Length x 7"" Width x 1.3"" Height",other,Heathrow Scientific,0,0,1,0,0,3,3,1,1,1,1,hit10,<a_14><b_246><c_237> || <a_94><b_35><c_31> || <a_236><b_116><c_203> || <a_206><b_99><c_1> || <a_17><b_80><c_8>
376,A619,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",3d_filament,HATCHBOX,<a_223><b_198><c_230>,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,3d_filament,3d_filament,4,1,1,5,1,0,0,1,1,1,1,0.38685280723454163,0.38685280723454163,<a_223><b_86><c_176>,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,SainSmart,1,0,1,0,0,0,1,1,1,1,1,hit10,<a_223><b_86><c_176> || <a_223><b_96><c_140> || <a_223><b_240><c_225> || <a_223><b_201><c_101> || <a_223><b_198><c_230>
377,A1927,639,"Duck Brand 241410 Pittsburgh Steelers NFL Team Logo Duct Tape, 1.88-Inch by 10 Yards, Single Roll",tape,Duck,<a_122><b_54><c_184>,<a_122>,<a_122><b_54>,35,1,0.4,1.0,adhesive_epoxy,tape,8,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_67><b_106><c_113>,521,"Gardner Bender 19-001 WireGard Screw-On Wire Connectors, 22-16 AWG, Electrical Wire Nut, 14 pk, Grey",connector_fitting,Gardner Bender,0,0,0,0,1,1,4,0,0,0,0,l1_routing_miss,<a_67><b_106><c_113> || <a_224><b_77><c_43> || <a_224><b_81><c_180> || <a_107><b_93><c_0> || <a_173><b_93><c_124>
378,A2097,1234,"Crest Complete Multi-Benefit Whitening + Scope Outlast, Mint Toothpaste - 7.6 Oz, Pack of 4",other,Crest,<a_66><b_132><c_136>,<a_66>,<a_66><b_132>,40,2,0.875,1.0,other,other,3,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,0,0,0,0,0,2,3,0,0,0,0,l1_routing_miss,<a_107><b_93><c_0> || <a_94><b_35><c_31> || <a_228><b_113><c_68> || <a_210><b_156><c_39> || <a_94><b_156><c_249>
379,A2534,515,Chemical Guys ACC_121.32HD Chemical Resistant Heavy Duty Bottle and Sprayer (32 oz),3d_filament,Chemical Guys,<a_150><b_132><c_2>,<a_150>,<a_150><b_132>,116,2,0.7586206896551724,1.0,other,3d_filament,3,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_94><b_93><c_171>,183,SEOH GLASS FUNNEL Neutral glass 100 mm 100 mm stem,other,SEOH,0,0,0,0,0,3,3,1,0,1,0,l2_routing_miss_after_l1_hit,<a_94><b_93><c_171> || <a_94><b_93><c_57> || <a_94><b_242><c_43> || <a_94><b_28><c_130> || <a_94><b_26><c_15>
380,A3215,2731,"BuildTak 3D Printing Build Surface, 8"" x 8"" Square, Black (Pack of 3)",other,BuildTak,<a_197><b_78><c_121>,<a_197>,<a_197><b_78>,60,1,0.4666666666666667,1.0,other,other,10,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_158><b_245><c_180>,1206,"eSUN 1.75mm Black PLA PRO (PLA+) 3D Printer Filament 1KG Spool (2.2lbs), Black",3d_filament,eSUN,0,0,0,0,0,2,4,0,0,1,0,l1_routing_miss,<a_158><b_245><c_180> || <a_223><b_198><c_173> || <a_223><b_20><c_170> || <a_223><b_160><c_251> || <a_223><b_198><c_250>
381,A4345,3304,URBESTAC 250V 5A SPDT 1NO 1NC Momentary Hinge Roller Lever Micro Switches 3 Pins 10 Pcs,fastener,URBEST,<a_236><b_33><c_2>,<a_236>,<a_236><b_33>,84,2,0.7380952380952381,1.0,other,fastener,7,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,0,0,0,0,1,2,3,0,0,0,0,l1_routing_miss,<a_107><b_93><c_0> || <a_202><b_52><c_171> || <a_165><b_15><c_16> || <a_244><b_136><c_142> || <a_99><b_86><c_233>
382,A5817,2084,"Eagle 1610MB Blue High Density Polyethylene Lab Pack Drum with Metal Lever-lock Lid, 14 gallon Capacity, 26.5"" Height, 15"" Diameter",other,Eagle,<a_206><b_120><c_108>,<a_206>,<a_206><b_120>,60,3,0.5,1.0,other,other,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_202><b_25><c_167>,991,"Pro Gaffer Gaffers Tape, 2 in x 55 yd, Black",adhesive_epoxy,Pro Tapes,0,0,0,0,0,4,5,0,0,0,0,l1_routing_miss,<a_202><b_25><c_167> || <a_17><b_187><c_0> || <a_202><b_25><c_110> || <a_159><b_135><c_146> || <a_224><b_163><c_205>
383,A5941,476,Primacare DL-9325 Reusable LED Penlight with Pupil Gauge - Batteries Included,other,Primacare,<a_180><b_128><c_50>,<a_180>,<a_180><b_128>,81,1,0.8888888888888888,1.0,other,other,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,0,0,0,0,0,1,3,0,0,0,0,l1_routing_miss,<a_107><b_93><c_0> || <a_210><b_59><c_218> || <a_210><b_34><c_9> || <a_153><b_169><c_18> || <a_210><b_12><c_10>
384,A6409,3528,"SEOH Micro Borosilicate Glass Graduated Beakers (5ml, 10ml and 25ml)",other,SEOH,<a_94><b_40><c_253>,<a_94>,<a_94><b_40>,111,7,0.7747747747747747,1.0,other,other,10,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_66><b_78><c_36>,150,Colgate Cavity Protection Toothpaste with Fluoride - 1 ounce (24 Pack),other,Colgate,0,0,1,0,1,2,8,1,1,1,1,leaf_or_ranking_miss_after_l2_hit,<a_66><b_78><c_36> || <a_94><b_35><c_31> || <a_94><b_61><c_246> || <a_210><b_134><c_255> || <a_44><b_200><c_179>
385,A6969,850,"HBD Thermoid NBR/PVC SAE30R6 Fuel Line Hose, 3/8"" x 25' Length, 0.375"" ID, Black",connector_fitting,HBD Thermoid,<a_79><b_169><c_0>,<a_79>,<a_79><b_169>,60,2,0.4,1.0,other,connector_fitting,2,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_107><b_93><c_0>,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator || AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,AcuRite,0,0,0,0,0,1,1,0,0,1,0,l1_routing_miss,<a_107><b_93><c_0> || <a_42><b_149><c_87> || <a_42><b_112><c_143> || <a_107><b_90><c_50> || <a_224><b_163><c_205>
386,A6969,798,PRO 1 Fuel Line Hose 5/16 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6,connector_fitting,Pro-1,<a_228><b_75><c_4>,<a_228>,<a_228><b_75>,96,2,0.5625,1.0,other,connector_fitting,3,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_228><b_169><c_207>,2302,"HBD Thermoid NBR/PVC SAE30R6 Fuel Line Hose, 5/16"" x 25' Length, 0.3125"" ID, Black",connector_fitting,HBD Thermoid,1,0,1,0,0,1,2,1,1,1,1,leaf_or_ranking_miss_after_l2_hit,<a_228><b_169><c_207> || <a_79><b_24><c_40> || <a_107><b_93><c_0> || <a_79><b_169><c_0> || <a_165><b_149><c_2>
387,A6969,811,Install Bay Copper Ring Terminal 2 Gauge 5/16 Inch 10 Pack - CUR2516,other,Install Bay,<a_67><b_244><c_160>,<a_67>,<a_67><b_244>,119,3,0.5714285714285714,0.6666666666666666,connector_fitting,other,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_228><b_75><c_44>,416,PRO 1 Fuel Line Hose 1/4 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6,connector_fitting,Pro-1,0,0,0,0,0,2,3,0,0,1,0,l1_routing_miss,<a_228><b_75><c_44> || <a_107><b_93><c_0> || <a_228><b_75><c_4> || <a_42><b_112><c_143> || <a_79><b_169><c_0>
388,A7066,1927,"3M Silver Foil Tape 3340, 2-1/2"" x 50 yd, 4.0 mil",adhesive_epoxy,3M,<a_202><b_10><c_240>,<a_202>,<a_202><b_10>,117,4,0.5470085470085471,1.0,adhesive_epoxy,adhesive_epoxy,3,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_86><c_176>,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,SainSmart,0,0,0,0,0,1,1,0,0,0,0,l1_routing_miss,<a_223><b_86><c_176> || <a_223><b_96><c_140> || <a_223><b_160><c_251> || <a_91><b_105><c_64> || <a_223><b_126><c_0>
389,A7066,1319,"ProTapes Pro 950 Polyimide Film Tape, 7500V Dielectric Strength, 36 yds Length x 1/2"" Width (Pack of 1)",adhesive_epoxy,Pro Tapes,<a_79><b_199><c_17>,<a_79>,<a_79><b_199>,60,2,0.4,1.0,other,adhesive_epoxy,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_86><c_176>,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,SainSmart,0,0,0,0,0,1,1,0,0,0,0,l1_routing_miss,<a_223><b_86><c_176> || <a_223><b_160><c_251> || <a_223><b_96><c_140> || <a_223><b_126><c_0> || <a_91><b_162><c_93>
390,A7066,2698,"BuildTak 3D Printing Build Surface, 8"" x 10"" Rectangle, Black (Pack of 3)",3d_filament,BuildTak,<a_223><b_184><c_74>,<a_223>,<a_223><b_184>,247,6,0.9676113360323887,1.0,3d_filament,3d_filament,5,1,1,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_86><c_176>,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,SainSmart,1,0,1,0,0,1,2,1,0,1,1,l2_routing_miss_after_l1_hit,<a_223><b_86><c_176> || <a_91><b_162><c_93> || <a_91><b_105><c_64> || <a_91><b_10><c_71> || <a_197><b_78><c_121>
391,A7178,2546,"E3D All-metal v6 HotEnd Full Kit - 1.75mm Universal - Direct, 12v - Approximately 120mm PTFE (ASSEMBLY REQUIRED)",3d_filament,E3D,<a_91><b_219><c_15>,<a_91>,<a_91><b_219>,72,2,0.9305555555555556,1.0,3d_filament,3d_filament,2,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_78><c_41>,2716,3D printer Filament 1.75 ABS Red 1kg 2.2lb 100% USA,3d_filament,Design Shop,0,0,1,0,0,1,2,1,0,1,0,l2_routing_miss_after_l1_hit,<a_223><b_78><c_41> || <a_223><b_20><c_170> || <a_223><b_78><c_126> || <a_223><b_29><c_58> || <a_223><b_242><c_216>
392,A7178,3155,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Orange",3d_filament,HATCHBOX,<a_223><b_72><c_23>,<a_223>,<a_223><b_72>,247,10,0.9676113360323887,1.0,3d_filament,3d_filament,3,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_78><c_41>,2716,3D printer Filament 1.75 ABS Red 1kg 2.2lb 100% USA,3d_filament,Design Shop,1,0,1,0,0,0,1,1,0,1,0,l2_routing_miss_after_l1_hit,<a_223><b_78><c_41> || <a_91><b_83><c_230> || <a_223><b_242><c_216> || <a_251><b_128><c_154> || <a_17><b_62><c_227>
393,A7178,3652,E3D Lite6 Full Kit - 1.75mm Universal (Direct) (12v),other,E3D,<a_91><b_243><c_136>,<a_91>,<a_91><b_243>,72,1,0.9305555555555556,1.0,3d_filament,other,4,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_251><b_128><c_154>,2966,Sprite Science 12 pcs LM8UU Linear Bearings for 3D Printer 8mm x 15mm x 24mm,3d_filament,Sprite Science,0,0,0,0,0,0,1,0,0,1,0,l1_routing_miss,<a_251><b_128><c_154> || <a_223><b_72><c_76> || <a_223><b_242><c_216> || <a_158><b_72><c_88> || <a_223><b_86><c_176>
394,A7267,2472,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",3d_filament,HATCHBOX,<a_223><b_198><c_6>,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,3d_filament,3d_filament,1,1,1,5,1,0,0,1,1,1,1,0.38685280723454163,0.38685280723454163,<a_223><b_198><c_230>,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",3d_filament,HATCHBOX,1,1,1,1,0,0,0,1,1,1,1,hit10,<a_223><b_198><c_230> || <a_223><b_198><c_182> || <a_223><b_198><c_9> || <a_223><b_198><c_36> || <a_223><b_198><c_6>
395,A7267,1847,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",3d_filament,HATCHBOX,<a_223><b_20><c_170>,<a_223>,<a_223><b_20>,247,5,0.9676113360323887,1.0,3d_filament,3d_filament,2,1,0,2,1,0,1,1,1,1,1,0.6309297535714575,0.6309297535714575,<a_223><b_198><c_230>,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",3d_filament,HATCHBOX,1,0,1,1,0,1,1,1,1,1,1,hit10,<a_223><b_198><c_230> || <a_223><b_20><c_170> || <a_223><b_198><c_6> || <a_223><b_198><c_114> || <a_223><b_198><c_165>
396,A7267,2737,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.05 mm, 1 kg Spool, 1.75 mm, White",3d_filament,HATCHBOX,<a_223><b_72><c_114>,<a_223>,<a_223><b_72>,247,10,0.9676113360323887,1.0,3d_filament,3d_filament,3,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_198><c_230>,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",3d_filament,HATCHBOX,1,0,1,1,0,2,2,1,0,1,0,l2_routing_miss_after_l1_hit,<a_223><b_198><c_230> || <a_223><b_198><c_6> || <a_223><b_198><c_114> || <a_223><b_198><c_100> || <a_223><b_198><c_61>
397,A7267,563,Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2,3d_filament,Foreasy,<a_223><b_59><c_60>,<a_223>,<a_223><b_59>,247,3,0.9676113360323887,0.6666666666666666,3d_filament,3d_filament,4,1,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_198><c_230>,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",3d_filament,HATCHBOX,1,0,1,0,0,1,3,1,0,1,0,l2_routing_miss_after_l1_hit,<a_223><b_198><c_230> || <a_223><b_160><c_251> || <a_223><b_198><c_6> || <a_223><b_72><c_76> || <a_223><b_198><c_182>
398,A7267,3467,JGAURORA 3d Printer A3kit Prusa i3 DIY 3d Printers Self Assembly Metal Frame LCD Display Heated bed,3d_filament,JG AURORA,<a_158><b_66><c_2>,<a_158>,<a_158><b_66>,109,4,0.5596330275229358,0.75,3d_filament,3d_filament,5,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_223><b_86><c_176>,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,SainSmart,0,0,1,0,0,1,3,0,0,1,0,l1_routing_miss,<a_223><b_86><c_176> || <a_223><b_160><c_251> || <a_223><b_144><c_16> || <a_223><b_72><c_209> || <a_223><b_59><c_60>
399,A7267,3405,"HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",3d_filament,HATCHBOX,<a_223><b_72><c_209>,<a_223>,<a_223><b_72>,247,10,0.9676113360323887,1.0,3d_filament,3d_filament,6,1,1,11,1,0,0,0,0,1,1,0.0,0.27894294565112987,<a_223><b_86><c_176>,2544,"SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm",3d_filament,SainSmart,1,0,1,0,0,0,3,1,0,1,1,l2_routing_miss_after_l1_hit,<a_223><b_86><c_176> || <a_223><b_160><c_251> || <a_223><b_144><c_16> || <a_91><b_105><c_64> || <a_223><b_96><c_140>
400,A472,798,PRO 1 Fuel Line Hose 5/16 Inch Inside Diameter X 25 Feet Length NRB/PVCC SAE30R6,connector_fitting,Pro-1,<a_228><b_75><c_4>,<a_228>,<a_228><b_75>,96,2,0.5625,1.0,other,connector_fitting,4,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_202><b_52><c_97>,175,"Gorilla Crystal Clear Duct Tape, 1.88&rdquo; x 9 yd, Clear, (Pack of 1)",tape,Gorilla,0,0,0,0,0,1,2,0,0,1,0,l1_routing_miss,<a_202><b_52><c_97> || <a_165><b_107><c_20> || <a_202><b_10><c_78> || <a_107><b_93><c_0> || <a_122><b_52><c_0>
401,A1345,1107,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark",3d_filament,HATCHBOX,<a_223><b_198><c_230>,<a_223>,<a_223><b_198>,247,47,0.9676113360323887,1.0,3d_filament,3d_filament,10,1,1,50,1,0,0,0,0,0,1,0.0,0.17629143438888212,<a_158><b_72><c_88>,2979,Inland 1.75mm Gray PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,Inland,0,0,1,0,0,0,3,1,0,1,1,l2_routing_miss_after_l1_hit,<a_158><b_72><c_88> || <a_158><b_245><c_180> || <a_223><b_96><c_140> || <a_223><b_212><c_130> || <a_91><b_162><c_93>
402,A1433,719,"Gorilla Heavy Duty Construction Adhesive, 2.5 ounce Squeeze Tube, White",adhesive_epoxy,Gorilla,<a_99><b_53><c_168>,<a_99>,<a_99><b_53>,32,1,0.53125,1.0,adhesive_epoxy,adhesive_epoxy,8,0,0,999,0,0,0,0,0,0,0,0.0,0.0,<a_244><b_112><c_232>,926,"Dap 00272 Original Contact Cement Qt Raw Building Material, Tan",adhesive_epoxy,DAP,0,0,1,0,1,3,5,0,0,1,0,l1_routing_miss,<a_244><b_112><c_232> || <a_24><b_132><c_34> || <a_165><b_247><c_68> || <a_165><b_15><c_16> || <a_165><b_52><c_74>
