idx,item_id,item_title,family,orig_failure_type_at10,orig_hit10,orig_hit1,orig_target_l1,orig_target_l2,orig_l1_bucket_size,orig_l2_bucket_size,orig_l1_family_purity,orig_l2_family_purity,orig_l1_in_history,orig_l2_in_history,sem_target_l1,sem_target_l2,sem_l1_bucket_size,sem_l2_bucket_size,sem_l1_family_purity,sem_l2_family_purity,sem_l1_in_history,sem_l2_in_history,delta_l1_in_history,delta_l2_in_history,delta_l1_purity,delta_l2_purity,delta_l1_bucket_size,delta_l2_bucket_size
81,332,DEWALT DW4523 4-1/2-Inch by 1/4-Inch by 5/8-Inch General Purpose Metal Grinding Wheel,other,l2_routing_miss_after_l1_hit,0,0,<a_193>,<a_193><b_67>,133,5,0.8045112781954887,1.0,1,0,<a_44>,<a_44><b_122>,58,1,0.6551724137931034,1.0,0,0,-1,0,-0.1493388644023853,0.0,-75,-4
82,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,0,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,0,0,-1,0,0.17099567099567103,0.0,-52,0
83,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
84,959,"American Weigh Scales Calibration Weight Kit WGHTKIT, Class M2",other,l2_routing_miss_after_l1_hit,0,0,<a_229>,<a_229><b_238>,36,1,0.7222222222222222,1.0,0,0,<a_14>,<a_14><b_31>,14,1,0.9285714285714286,1.0,0,0,0,0,0.2063492063492064,0.0,-22,0
85,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
86,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,0,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,0,0,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,0,0,0,0,0.17099567099567103,0.0,-52,0
87,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
88,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
89,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,l1_routing_miss,0,0,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,0,0,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,0,0,0,0,0.17099567099567103,0.0,-52,0
90,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
91,2151,Signstek 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 213x200x3mm,3d_filament,l1_routing_miss,0,0,<a_91>,<a_91><b_115>,72,2,0.9305555555555556,1.0,0,0,<a_206>,<a_206><b_167>,22,1,0.5,1.0,0,0,0,0,-0.4305555555555556,0.0,-50,-1
92,360,Carrera Precision CP9806-TF Titanium 0-Inch to 6-Inch Electronic Fractional & Decimal Digital Caliper,gauge_meter,l1_routing_miss,0,0,<a_104>,<a_104><b_190>,60,1,0.5,1.0,0,0,<a_77>,<a_77><b_227>,40,1,0.65,1.0,0,0,0,0,0.15000000000000002,0.0,-20,0
93,3335,50pcs x Superbright 10mm Round LED Light Lamp Ultra Bright 10mm White led 30000MCD,other,l2_routing_miss_after_l1_hit,0,0,<a_73>,<a_73><b_223>,114,2,0.5350877192982456,1.0,0,0,<a_118>,<a_118><b_255>,40,1,0.925,1.0,0,0,0,0,0.38991228070175443,0.0,-74,-1
94,568,"Strenco 1"" Self Adhesive Black Hook and Loop 5 yards Sticky Back Tape Fastener 15 feet - Light Weight",adhesive_epoxy,l1_routing_miss,0,0,<a_206>,<a_206><b_0>,60,3,0.5,0.3333333333333333,0,0,<a_105>,<a_105><b_176>,47,1,0.5319148936170213,1.0,0,0,0,0,0.03191489361702127,0.6666666666666667,-13,-2
95,84,Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion,gauge_meter,l1_routing_miss,0,0,<a_104>,<a_104><b_186>,60,2,0.5,0.5,0,0,<a_77>,<a_77><b_103>,40,2,0.65,1.0,0,0,0,0,0.15000000000000002,0.5,-20,0
96,2201,"TRM Manufacturing 610B Weatherall 6 Mil Black Poly Plastic Sheet, 1 Box of 100 Feet Long by 10 Feet Wide",other,l1_routing_miss,0,0,<a_68>,<a_68><b_129>,67,1,0.4925373134328358,1.0,0,0,<a_151>,<a_151><b_86>,36,2,0.5277777777777778,1.0,0,0,0,0,0.03524046434494199,0.0,-31,1
97,1734,SOLOOP 328Pcs 8 Sizes Assortment 2:1 Heat Shrink Tube Tubing Sleeve Wrap Wire Kit Set,other,l1_routing_miss,0,0,<a_228>,<a_228><b_118>,96,1,0.5625,1.0,0,0,<a_247>,<a_247><b_31>,76,1,0.5921052631578947,1.0,0,0,0,0,0.02960526315789469,0.0,-20,0
98,1522,Yosoo GM328 Lcd Display Transistor Tester ESR Meter Cymometer Square Wave Generator,other,l1_routing_miss,0,0,<a_36>,<a_36><b_200>,54,1,0.5555555555555556,1.0,0,0,<a_196>,<a_196><b_26>,43,3,0.9069767441860465,1.0,1,0,1,0,0.3514211886304909,0.0,-11,2
99,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,l1_routing_miss,0,0,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,0,0,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,0,0,0,0,0.17099567099567103,0.0,-52,0
100,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
101,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
102,2907,RotoMetals GA100 Gallium 100 Grams,other,l1_routing_miss,0,0,<a_79>,<a_79><b_22>,60,2,0.4,1.0,0,0,<a_89>,<a_89><b_59>,13,1,1.0,1.0,0,0,0,0,0.6,0.0,-47,-1
103,746,Applicator Bottle with Stainless Steel Needle - 3 Pack,adhesive_epoxy,l1_routing_miss,0,0,<a_150>,<a_150><b_110>,116,3,0.7586206896551724,0.6666666666666666,0,0,<a_13>,<a_13><b_152>,44,2,0.75,1.0,0,0,0,0,-0.008620689655172376,0.33333333333333337,-72,-1
104,1210,"Sparco Sealing Tape Transparent Heavy Duty, 48mm x 50m, 6 Rolls (60041)",tape,l2_routing_miss_after_l1_hit,0,0,<a_202>,<a_202><b_46>,117,1,0.5470085470085471,1.0,0,0,<a_18>,<a_18><b_87>,85,1,0.5294117647058824,1.0,0,0,0,0,-0.017596782302664704,0.0,-32,0
105,3219,"MedPride Powder-Free Nitrile Exam Gloves, Large, Box/100",other,l1_routing_miss,0,0,<a_44>,<a_44><b_218>,65,3,0.9230769230769231,1.0,0,0,<a_233>,<a_233><b_147>,34,3,0.9705882352941176,1.0,0,0,0,0,0.04751131221719451,0.0,-31,0
106,1953,"Funnel, Regular stem, glass, 50 OD x 50mm stem",other,l2_routing_miss_after_l1_hit,0,0,<a_94>,<a_94><b_221>,111,1,0.7747747747747747,1.0,1,0,<a_115>,<a_115><b_53>,17,1,0.6470588235294118,1.0,0,0,-1,0,-0.12771595124536295,0.0,-94,0
107,1732,"RapidFix UV Liquid Plastic Adhesive with UV Flashlight, 10 mL",adhesive_epoxy,l1_routing_miss,0,0,<a_197>,<a_197><b_49>,60,1,0.4666666666666667,1.0,0,0,<a_178>,<a_178><b_133>,98,2,0.336734693877551,1.0,0,0,0,0,-0.12993197278911567,0.0,38,1
108,2767,SainSmart L293D Motor Drive Shield For Arduino Duemilanove Mega UNO R3 AVR ATMEL,other,l1_routing_miss,0,0,<a_30>,<a_30><b_108>,68,2,0.75,0.5,0,0,<a_142>,<a_142><b_114>,66,1,0.696969696969697,1.0,0,0,0,0,-0.05303030303030298,0.5,-2,-1
109,2985,"Remington Industries 26UL1007STRKIT UL1007 26 AWG Gauge Stranded Hook-Up Wire Kit, 300V, 0.0190"" Diameter, 25' Length",other,l1_routing_miss,0,0,<a_67>,<a_67><b_152>,119,11,0.5714285714285714,1.0,0,0,<a_118>,<a_118><b_150>,40,11,0.925,1.0,1,0,1,0,0.35357142857142865,0.0,-79,0
110,1868,"RioRand LCD Module for Arduino 20 x 4, White on Blue",other,l1_routing_miss,0,0,<a_30>,<a_30><b_97>,68,1,0.75,1.0,0,0,<a_196>,<a_196><b_114>,43,1,0.9069767441860465,1.0,0,0,0,0,0.15697674418604646,0.0,-25,0
111,2656,TekPower TP3010E DC Adjustable Switching Power Supply 30V 10A Digital Display,other,l1_routing_miss,0,0,<a_30>,<a_30><b_233>,68,3,0.75,0.6666666666666666,0,0,<a_142>,<a_142><b_32>,66,2,0.696969696969697,1.0,0,0,0,0,-0.05303030303030298,0.33333333333333337,-2,-1
112,3287,Pomona 1296 BNC (M) Binding Posts,other,l1_routing_miss,0,0,<a_170>,<a_170><b_226>,25,1,0.6,1.0,1,0,<a_168>,<a_168><b_35>,15,1,0.4666666666666667,1.0,0,0,-1,0,-0.1333333333333333,0.0,-10,0
113,3016,"HATCHBOX 3D Printer Filament, Dimensional Accuracy +/- 0.03mm, 1.75 mm, 1 kg Spool, Wood",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_201>,247,3,0.9676113360323887,0.6666666666666666,1,0,<a_235>,<a_235><b_221>,128,1,1.0,1.0,1,0,0,0,0.03238866396761131,0.33333333333333337,-119,-2
114,6,PORTER-CABLE 740000801 4 1/2-Inch x 10yd 80 Grit Adhesive-Backed Sanding Roll,adhesive_epoxy,l2_routing_miss_after_l1_hit,0,0,<a_193>,<a_193><b_196>,133,3,0.8045112781954887,0.6666666666666666,0,0,<a_85>,<a_85><b_19>,47,2,0.723404255319149,1.0,1,0,1,0,-0.08110702287633975,0.33333333333333337,-86,-1
115,1933,Uxcell a14082700ux0101 Antique Wood Box Latch Sets Case Hasp Lock 26 mm Long Brass Tone (Pack of 10),other,l1_routing_miss,0,0,<a_71>,<a_71><b_99>,118,1,0.6271186440677966,1.0,0,0,<a_187>,<a_187><b_148>,20,1,0.6,1.0,0,0,0,0,-0.027118644067796627,0.0,-98,0
116,2045,"X-Treme Tape TPE-XR1510ZLB Silicone Rubber Self Fusing Tape, 1.5"" x 10', Rectangular, Black",tape,l2_routing_miss_after_l1_hit,0,0,<a_202>,<a_202><b_198>,117,10,0.5470085470085471,1.0,0,0,<a_18>,<a_18><b_48>,85,10,0.5294117647058824,1.0,0,0,0,0,-0.017596782302664704,0.0,-32,0
117,2358,Supco URCO410-0 Pre-wired Capacitor,other,l1_routing_miss,0,0,<a_236>,<a_236><b_145>,84,1,0.7380952380952381,1.0,0,0,<a_114>,<a_114><b_233>,28,1,0.6785714285714286,1.0,0,0,0,0,-0.059523809523809534,0.0,-56,0
118,301,FLIR C2 Compact Thermal Imaging System,other,l1_routing_miss,0,0,<a_107>,<a_107><b_68>,66,5,0.7575757575757576,0.8,0,0,<a_35>,<a_35><b_187>,45,1,0.4888888888888889,1.0,0,0,0,0,-0.2686868686868687,0.19999999999999996,-21,-4
119,1887,"Bare Copper Wire, Bright, 12 AWG, 0.08"" Diameter, 50' Length (Pack of 1)",other,hit10,1,0,<a_228>,<a_228><b_85>,96,4,0.5625,1.0,1,1,<a_99>,<a_99><b_34>,59,4,0.8983050847457628,1.0,1,1,0,0,0.33580508474576276,0.0,-37,0
120,2330,"SIENOC 3D PLA 1KG 1.75mm PLA 3D Printer Filament, Dimensional Accuracy+/- 0.05mm 1 kg(2.2 lbs) Spool (Orange)",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_220>,247,4,0.9676113360323887,1.0,1,0,<a_66>,<a_66><b_202>,85,3,0.9882352941176471,1.0,1,0,0,0,0.02062395808525841,0.0,-162,-1
121,2932,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_158>,<a_158><b_72>,109,19,0.5596330275229358,1.0,0,0,<a_223>,<a_223><b_240>,105,20,0.5428571428571428,1.0,0,0,0,0,-0.01677588466579294,0.0,-4,1
122,1554,Inland 1.75mm Peak Green PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,leaf_or_ranking_miss_after_l2_hit,0,0,<a_158>,<a_158><b_72>,109,19,0.5596330275229358,1.0,1,1,<a_223>,<a_223><b_63>,105,10,0.5428571428571428,1.0,1,0,0,-1,-0.01677588466579294,0.0,-4,-9
123,3113,Inland 1.75mm Silver PLA 3D Printer Filament - 1kg Spool (2.2 lbs),3d_filament,leaf_or_ranking_miss_after_l2_hit,0,0,<a_158>,<a_158><b_72>,109,19,0.5596330275229358,1.0,1,1,<a_223>,<a_223><b_240>,105,20,0.5428571428571428,1.0,1,1,0,0,-0.01677588466579294,0.0,-4,1
124,2739,1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,3d_filament,hit10,1,0,<a_158>,<a_158><b_206>,109,9,0.5596330275229358,1.0,1,0,<a_223>,<a_223><b_240>,105,20,0.5428571428571428,1.0,1,1,0,1,-0.01677588466579294,0.0,-4,11
125,3598,1.75mm Red PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,3d_filament,leaf_or_ranking_miss_after_l2_hit,0,0,<a_158>,<a_158><b_72>,109,19,0.5596330275229358,1.0,1,1,<a_223>,<a_223><b_240>,105,20,0.5428571428571428,1.0,1,1,0,0,-0.01677588466579294,0.0,-4,1
126,2751,"LulzBot TAZ 5, LulzBot Mini, Hexagon Hotend Style Plated Nozzle .5mm",3d_filament,l1_routing_miss,0,0,<a_91>,<a_91><b_120>,72,1,0.9305555555555556,1.0,0,0,<a_23>,<a_23><b_123>,28,1,0.9642857142857143,1.0,0,0,0,0,0.03373015873015872,0.0,-44,0
127,725,"Bissell Zing Bagged Canister Vacuum, Maroon, 4122 - Corded",3d_filament,l1_routing_miss,0,0,<a_197>,<a_197><b_33>,60,1,0.4666666666666667,1.0,0,0,<a_178>,<a_178><b_253>,98,3,0.336734693877551,0.6666666666666666,0,0,0,0,-0.12993197278911567,-0.33333333333333337,38,2
128,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,0,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,0,0,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,0,0,0,0,0.17099567099567103,0.0,-52,0
129,1257,The Ghost Meter EMF Sensor,other,hit10,1,0,<a_153>,<a_153><b_238>,17,1,0.6470588235294118,1.0,1,1,<a_35>,<a_35><b_143>,45,1,0.4888888888888889,1.0,1,1,0,0,-0.15816993464052292,0.0,28,0
130,181,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
131,182,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",gauge_meter,hit10,1,1,<a_107>,<a_107><b_93>,66,2,0.7575757575757576,1.0,1,1,<a_252>,<a_252><b_88>,14,2,0.9285714285714286,1.0,1,1,0,0,0.17099567099567103,0.0,-52,0
132,2083,Applied Magnets Strong N52 Neodymium Magnet 1 inch Cube,other,l1_routing_miss,0,0,<a_251>,<a_251><b_212>,92,3,0.6956521739130435,0.6666666666666666,0,0,<a_153>,<a_153><b_247>,33,1,0.7575757575757576,1.0,0,0,0,0,0.06192358366271411,0.33333333333333337,-59,-2
133,2083,Applied Magnets Strong N52 Neodymium Magnet 1 inch Cube,other,hit10,1,1,<a_251>,<a_251><b_212>,92,3,0.6956521739130435,0.6666666666666666,1,1,<a_153>,<a_153><b_247>,33,1,0.7575757575757576,1.0,1,1,0,0,0.06192358366271411,0.33333333333333337,-59,-2
134,3011,Little Giant 10940 Retrofit Wheel Kit,other,l1_routing_miss,0,0,<a_87>,<a_87><b_158>,71,1,0.7746478873239436,1.0,0,0,<a_34>,<a_34><b_33>,48,1,0.7083333333333334,1.0,0,0,0,0,-0.06631455399061026,0.0,-23,0
135,3011,Little Giant 10940 Retrofit Wheel Kit,other,hit10,1,1,<a_87>,<a_87><b_158>,71,1,0.7746478873239436,1.0,1,1,<a_34>,<a_34><b_33>,48,1,0.7083333333333334,1.0,1,1,0,0,-0.06631455399061026,0.0,-23,0
136,2530,"Think Safe 1095TS 7"" Trauma Shear",other,hit10,1,0,<a_44>,<a_44><b_182>,65,2,0.9230769230769231,0.5,1,0,<a_186>,<a_186><b_244>,6,1,0.8333333333333334,1.0,0,0,-1,0,-0.08974358974358976,0.5,-59,-1
137,1324,RiteBrew Rubber Stopper - Size 10 - Drilled,other,l1_routing_miss,0,0,<a_14>,<a_14><b_216>,39,1,0.7692307692307693,1.0,0,0,<a_13>,<a_13><b_243>,44,2,0.75,1.0,0,0,0,0,-0.019230769230769273,0.0,5,1
138,2463,Adventure Medical SOL Duct Tape - Two 50in Rolls,tape,l2_routing_miss_after_l1_hit,0,0,<a_122>,<a_122><b_161>,35,1,0.4,1.0,0,0,<a_98>,<a_98><b_102>,20,1,0.55,1.0,0,0,0,0,0.15000000000000002,0.0,-15,0
139,3359,Fermcap-S Foam Inhibitor- 1 oz.,other,l1_routing_miss,0,0,<a_150>,<a_150><b_242>,116,1,0.7586206896551724,1.0,0,0,<a_119>,<a_119><b_75>,31,1,0.8064516129032258,1.0,0,0,0,0,0.04783092324805338,0.0,-85,0
140,2287,G2PLUS 100PCS 3ml Disposable Plastic Essential Oils Graduated Transfer Pipettes,other,l1_routing_miss,0,0,<a_94>,<a_94><b_156>,111,2,0.7747747747747747,1.0,0,0,<a_106>,<a_106><b_236>,56,1,0.8214285714285714,1.0,0,0,0,0,0.04665379665379665,0.0,-55,-1
141,2993,"3D Solutech Blue 3D Printer Ultra PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,0,<a_235>,<a_235><b_202>,128,24,1.0,1.0,1,0,0,0,0.03238866396761131,0.0,-119,0
142,2356,Inkbird Dual Stage 12V(DC) Digital Temperature Controller Fahrenheit Thermostat,gauge_meter,l1_routing_miss,0,0,<a_107>,<a_107><b_35>,66,7,0.7575757575757576,0.7142857142857143,0,0,<a_130>,<a_130><b_158>,68,7,0.4117647058823529,0.8571428571428571,0,0,0,0,-0.34581105169340465,0.1428571428571428,2,0
143,2660,"3D Solutech Real Grey 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,hit10,1,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_202>,128,24,1.0,1.0,0,0,-1,-1,0.03238866396761131,0.0,-119,0
144,3468,"3D Solutech Real Green 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,l2_routing_miss_after_l1_hit,0,0,<a_223>,<a_223><b_246>,247,2,0.9676113360323887,1.0,1,0,<a_129>,<a_129><b_41>,11,2,0.45454545454545453,1.0,0,0,-1,0,-0.5130658814869342,0.0,-236,0
145,2721,"3D Solutech Navy Blue 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,hit10,1,0,<a_223>,<a_223><b_246>,247,2,0.9676113360323887,1.0,1,1,<a_129>,<a_129><b_41>,11,2,0.45454545454545453,1.0,1,1,0,0,-0.5130658814869342,0.0,-236,0
146,1519,"TOGGLER ALLIGATOR AF6 Flanged Anchor, Polypropylene, Made in US, For #6 to #12 Fastener Sizes (Pack of 100)",adhesive_epoxy,l1_routing_miss,0,0,<a_224>,<a_224><b_47>,191,4,0.7329842931937173,0.75,1,0,<a_86>,<a_86><b_140>,50,1,0.92,1.0,0,0,-1,0,0.18701570680628277,0.25,-141,-3
147,2797,"WD-40&nbsp;Multi-Use Product Non-Aerosol Trigger Pro, 20 OZ [12 Pack]",adhesive_epoxy,l2_routing_miss_after_l1_hit,0,0,<a_173>,<a_173><b_94>,64,3,0.75,0.3333333333333333,1,0,<a_112>,<a_112><b_123>,61,1,0.7049180327868853,1.0,1,0,0,0,-0.04508196721311475,0.6666666666666667,-3,-2
148,2782,AideTek BOX-ALL Enclosures SMD SMT Resistor Capacitor Organizer,other,l2_routing_miss_after_l1_hit,0,0,<a_73>,<a_73><b_240>,114,1,0.5350877192982456,1.0,1,0,<a_166>,<a_166><b_1>,35,1,0.37142857142857144,1.0,1,0,0,0,-0.16365914786967417,0.0,-79,0
149,1501,"CREST COOL MINT GEL , Cool Mint, 6.4 oz",other,l1_routing_miss,0,0,<a_66>,<a_66><b_181>,40,1,0.875,1.0,0,0,<a_2>,<a_2><b_244>,46,1,0.8260869565217391,1.0,0,0,0,0,-0.048913043478260865,0.0,6,0
150,849,Neiko 53100A 4-Inch Pegboard Hooks and Organizer Assortment | 50-Piece Value Pack,other,l1_routing_miss,0,0,<a_71>,<a_71><b_2>,118,2,0.6271186440677966,0.5,0,0,<a_172>,<a_172><b_3>,34,1,0.6470588235294118,1.0,0,0,0,0,0.019940179461615193,0.5,-84,-1
151,1008,"3M Virtua CCS Protective Eyewear 11872-00000-20, Foam Gasket, Anti Fog Lens, Clear",other,l1_routing_miss,0,0,<a_180>,<a_180><b_11>,81,1,0.8888888888888888,1.0,0,0,<a_213>,<a_213><b_44>,12,1,1.0,1.0,0,0,0,0,0.11111111111111116,0.0,-69,0
152,465,"Dorman Hardware 4-9845 Peggable Wire Basket Set, 3-Pack",other,l1_routing_miss,0,0,<a_71>,<a_71><b_122>,118,1,0.6271186440677966,1.0,1,0,<a_253>,<a_253><b_58>,29,1,0.7586206896551724,1.0,0,0,-1,0,0.13150204558737577,0.0,-89,0
153,2740,1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs) - Dimensional Accuracy +/- 0.03mm,3d_filament,l1_routing_miss,0,0,<a_158>,<a_158><b_206>,109,9,0.5596330275229358,1.0,0,0,<a_223>,<a_223><b_240>,105,20,0.5428571428571428,1.0,0,0,0,0,-0.01677588466579294,0.0,-4,11
154,2697,"3D Solutech Real White 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",3d_filament,hit10,1,0,<a_223>,<a_223><b_80>,247,24,0.9676113360323887,1.0,1,1,<a_235>,<a_235><b_202>,128,24,1.0,1.0,0,0,-1,-1,0.03238866396761131,0.0,-119,0
155,3276,Thick Glass Graduated Measuring Cylinder Set 5ml 10ml 50ml 100ml Glass with Two Brushes,other,l1_routing_miss,0,0,<a_94>,<a_94><b_155>,111,1,0.7747747747747747,1.0,0,0,<a_106>,<a_106><b_106>,56,3,0.8214285714285714,1.0,0,0,0,0,0.04665379665379665,0.0,-55,2
156,2696,HICTOP 3 Pcs 3D Printer Extruder 0.4mm Brass Nozzle + 3 Pcs Extruder 1.75mm Tube for Reprap Prusa I3,3d_filament,l1_routing_miss,0,0,<a_91>,<a_91><b_105>,72,3,0.9305555555555556,1.0,0,0,<a_23>,<a_23><b_180>,28,2,0.9642857142857143,1.0,0,0,0,0,0.03373015873015872,0.0,-44,-1
157,1910,Uxcell s14100400am3045 1 Meter 50mm Dia Ratio 2:1 Heat Shrinkable Shrinking Tube Black (Pack of 1),connector_fitting,l1_routing_miss,0,0,<a_228>,<a_228><b_245>,96,3,0.5625,0.6666666666666666,0,0,<a_247>,<a_247><b_123>,76,3,0.5921052631578947,1.0,0,0,0,0,0.02960526315789469,0.33333333333333337,-20,0
158,1911,uxcell 1 Meter 65 Flat width 40mm Dia Ratio 2:1 Heat Shrinkable Shrinking Tube Black,connector_fitting,l2_routing_miss_after_l1_hit,0,0,<a_228>,<a_228><b_137>,96,1,0.5625,1.0,1,0,<a_247>,<a_247><b_123>,76,3,0.5921052631578947,1.0,1,1,0,1,0.02960526315789469,0.0,-20,2
159,1912,uxcell 35mm Dia 1 Meters Black Polyolefin Heat Shrinking Shrinkable Tubing Tubes,connector_fitting,l2_routing_miss_after_l1_hit,0,0,<a_228>,<a_228><b_32>,96,3,0.5625,1.0,1,0,<a_247>,<a_247><b_176>,76,3,0.5921052631578947,1.0,1,0,0,0,0.02960526315789469,0.0,-20,0
160,151,"Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)",tape,l1_routing_miss,0,0,<a_68>,<a_68><b_98>,67,1,0.4925373134328358,1.0,0,0,<a_24>,<a_24><b_97>,41,1,0.5609756097560976,1.0,0,0,0,0,0.06843829632326182,0.0,-26,0
161,59,Loctite Ultra Gel Control Super Glue 4-Gram (1363589),adhesive_epoxy,l2_routing_miss_after_l1_hit,0,0,<a_165>,<a_165><b_214>,72,2,0.8055555555555556,1.0,0,0,<a_175>,<a_175><b_162>,62,3,0.7741935483870968,1.0,1,0,1,0,-0.03136200716845883,0.0,-10,1
162,2086,"Dynarex 4110-B Disposable Scalpels, Sterile, Number 10, 10/bx",other,l2_routing_miss_after_l1_hit,0,0,<a_180>,<a_180><b_183>,81,2,0.8888888888888888,1.0,1,0,<a_72>,<a_72><b_17>,6,1,1.0,1.0,0,0,-1,0,0.11111111111111116,0.0,-75,-1
163,2375,"#1 Best Quality Zinc Self Drilling Drywall Anchors with Screws Kit, 100 Pieces All Together",fastener,l1_routing_miss,0,0,<a_17>,<a_17><b_171>,99,2,0.6363636363636364,1.0,0,0,<a_223>,<a_223><b_131>,105,2,0.5428571428571428,1.0,0,0,0,0,-0.09350649350649354,0.0,6,0
